Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	8	G	1	657315.3.peg.3161.site.1
-A-	---	A	9	G	1	657315.3.peg.3162.site.1
-A-	---	A	10	G	0	657315.3.peg.3162.site.2
-A-	---	A	8	G	1	657315.3.peg.3164.site.1
-A-	---	A	8	G	1	657315.3.peg.3164.site.2
-A-	---	A	7	G	1	657315.3.peg.3164.site.3
-A-	---	A	10	G	0	657315.3.peg.3164.site.4
-A-	---	A	9	G	0	657315.3.peg.3164.site.5
-A-	---	A	8	G	1	657315.3.peg.3164.site.6
-A-	---	A	14	G	1	657315.3.peg.3167.site.1
-A-	---	A	4	G	11	657315.3.peg.3167.site.2
-A-	---	A	14	G	1	657315.3.peg.3167.site.3
-A-	---	A	8	G	0	657315.3.peg.3166.site.1
-A-	---	A	9	G	1	657315.3.peg.3166.site.2
-A-	---	A	9	G	1	657315.3.peg.3166.site.3
-A-	---	A	6	G	8	657315.3.peg.3169.site.1
-A-	---	A	13	G	1	657315.3.peg.3169.site.2
-A-	---	A	13	G	1	657315.3.peg.3169.site.3
-A-	---	A	11	G	4	657315.3.peg.3169.site.4
-A-	---	A	14	G	0	657315.3.peg.3169.site.5
-A-	---	A	13	G	2	657315.3.peg.3169.site.6
-A-	---	A	13	G	2	657315.3.peg.3169.site.7
-A-	---	A	8	G	7	657315.3.peg.3169.site.8
-A-	---	A	9	G	6	657315.3.peg.3169.site.9
-A-	---	A	15	G	0	657315.3.peg.3169.site.10
-A-	---	A	14	G	1	657315.3.peg.3169.site.11
-A-	---	A	14	G	1	657315.3.peg.3169.site.12
-A-	---	A	1	G	14	657315.3.peg.3169.site.13
-A-	---	A	12	G	1	657315.3.peg.3169.site.14
-A-	---	A	0	G	15	657315.3.peg.3169.site.15
-A-	---	A	0	G	15	657315.3.peg.3169.site.16
-A-	---	A	11	G	4	657315.3.peg.3169.site.17
-A-	---	A	0	G	14	657315.3.peg.3169.site.18
-A-	---	A	1	G	14	657315.3.peg.3169.site.19
-A-	---	A	6	G	8	657315.3.peg.3168.site.1
-A-	---	A	12	G	1	657315.3.peg.3168.site.2
-A-	---	A	11	G	1	657315.3.peg.3168.site.3
-A-	---	A	6	G	6	657315.3.peg.3168.site.4
-A-	---	A	2	G	5	657315.3.peg.2768.site.1
-A-	---	A	6	G	4	657315.3.peg.2768.site.2
-A-	---	A	7	G	3	657315.3.peg.2768.site.3
-A-	---	A	14	G	1	657315.3.peg.2768.site.4
-A-	---	A	13	G	0	657315.3.peg.2768.site.5
-A-	---	A	14	G	0	657315.3.peg.2768.site.6
-A-	---	A	15	G	0	657315.3.peg.2768.site.7
-A-	---	A	15	G	0	657315.3.peg.2768.site.8
-A-	---	A	14	G	1	657315.3.peg.2768.site.9
-A-	---	A	14	G	0	657315.3.peg.2768.site.10
-A-	---	A	13	G	0	657315.3.peg.2768.site.11
-A-	---	A	13	G	0	657315.3.peg.2768.site.12
-A-	---	A	13	G	0	657315.3.peg.2768.site.13
-A-	---	A	13	G	0	657315.3.peg.2768.site.14
-A-	---	A	13	G	2	657315.3.peg.2768.site.15
-A-	---	A	12	G	3	657315.3.peg.2768.site.16
-A-	---	A	13	G	0	657315.3.peg.2768.site.17
-A-	---	A	13	G	0	657315.3.peg.2768.site.18
-A-	---	A	12	G	0	657315.3.peg.2768.site.19
-A-	---	A	13	G	0	657315.3.peg.2768.site.20
-A-	---	A	13	G	2	657315.3.peg.2769.site.1
-A-	---	A	5	G	2	657315.3.peg.3361.site.1
