Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	14	G	1	537011.5.peg.4993.site.1
-A-	---	A	13	G	2	537011.5.peg.4993.site.2
-A-	---	A	7	G	8	537011.5.peg.4993.site.3
-A-	---	A	14	G	1	537011.5.peg.4993.site.4
-A-	---	A	14	G	1	537011.5.peg.4993.site.5
-A-	---	A	14	G	1	537011.5.peg.4993.site.6
-A-	---	A	12	G	3	537011.5.peg.4993.site.7
-A-	---	A	14	G	1	537011.5.peg.4993.site.8
-A-	---	A	15	G	0	537011.5.peg.4993.site.9
-A-	---	A	11	G	4	537011.5.peg.4993.site.10
-A-	---	A	14	G	1	537011.5.peg.4993.site.11
-A-	---	A	14	G	1	537011.5.peg.4993.site.12
-A-	---	A	11	G	4	537011.5.peg.4993.site.13
-A-	---	A	13	G	2	537011.5.peg.4993.site.14
-A-	---	A	14	G	1	537011.5.peg.4993.site.15
-A-	---	A	13	G	2	537011.5.peg.4993.site.16
-A-	---	A	4	G	11	537011.5.peg.4993.site.17
-A-	---	A	14	G	1	537011.5.peg.4993.site.18
-A-	---	A	14	G	1	537011.5.peg.4993.site.19
-A-	---	A	6	G	9	537011.5.peg.4993.site.20
-A-	---	A	15	G	0	537011.5.peg.4993.site.21
-A-	---	A	2	G	11	537011.5.peg.4993.site.22
-A-	---	A	10	G	4	537011.5.peg.4993.site.23
-A-	---	A	3	G	12	537011.5.peg.4993.site.24
-A-	---	A	9	G	6	537011.5.peg.4993.site.25
-A-	---	A	6	G	9	537011.5.peg.4993.site.26
-A-	---	A	1	G	13	537011.5.peg.4993.site.27
-A-	---	A	12	G	2	537011.5.peg.4993.site.28
-A-	---	A	12	G	2	537011.5.peg.4993.site.29
-A-	---	A	1	G	14	537011.5.peg.4993.site.30
-A-	---	A	1	G	14	537011.5.peg.4993.site.31
-A-	---	A	11	G	4	537011.5.peg.4993.site.32
-A-	---	A	14	G	1	537011.5.peg.4993.site.33
-A-	---	A	6	G	5	537011.5.peg.4993.site.34
-A-	---	A	12	G	3	537011.5.peg.4992.site.1
-A-	---	A	14	G	1	537011.5.peg.4992.site.2
-A-	---	A	0	G	12	537011.5.peg.4990.site.1
-A-	---	A	13	G	2	537011.5.peg.4990.site.2
-A-	---	A	12	G	3	537011.5.peg.4990.site.3
-A-	---	A	14	G	1	537011.5.peg.4990.site.4
-A-	---	A	6	G	9	537011.5.peg.4990.site.5
-A-	---	A	14	G	1	537011.5.peg.4990.site.6
-A-	---	A	3	G	12	537011.5.peg.4990.site.7
-A-	---	A	12	G	3	537011.5.peg.4990.site.8
-A-	---	A	3	G	12	537011.5.peg.4990.site.9
-A-	---	A	9	G	5	537011.5.peg.4990.site.10
-A-	---	A	9	G	4	537011.5.peg.4990.site.11
-A-	---	A	9	G	3	537011.5.peg.4990.site.12
-A-	---	A	9	G	3	537011.5.peg.4990.site.13
-A-	---	A	0	G	12	537011.5.peg.4990.site.14
-A-	---	A	4	G	8	537011.5.peg.4990.site.15
-A-	---	A	12	G	1	537011.5.peg.4990.site.16
-A-	---	A	13	G	1	537011.5.peg.4990.site.17
-A-	---	A	13	G	2	537011.5.peg.4990.site.18
-A-	---	A	12	G	3	537011.5.peg.4990.site.19
-A-	---	A	12	G	3	537011.5.peg.4990.site.20
-A-	---	A	14	G	1	537011.5.peg.4990.site.21
-A-	---	A	0	G	15	537011.5.peg.4990.site.22
-A-	---	A	7	G	8	537011.5.peg.4990.site.23
-A-	---	A	0	G	15	537011.5.peg.4990.site.24
-A-	---	A	11	G	4	537011.5.peg.4990.site.25
-A-	---	A	7	G	8	537011.5.peg.4990.site.26
-A-	---	A	14	G	1	537011.5.peg.4990.site.27
-A-	---	A	14	G	1	537011.5.peg.4990.site.28
-A-	---	A	14	G	1	537011.5.peg.4990.site.29
-A-	---	A	15	G	0	537011.5.peg.4990.site.30
-A-	---	A	12	G	3	537011.5.peg.4990.site.31
-A-	---	A	15	G	0	537011.5.peg.4990.site.32
-A-	---	A	6	G	9	537011.5.peg.4990.site.33
-A-	---	A	6	G	2	537011.5.peg.4997.site.1
-A-	---	A	13	G	1	537011.5.peg.4997.site.2
-A-	---	A	13	G	2	537011.5.peg.4997.site.3
-A-	---	A	14	G	1	537011.5.peg.4997.site.4
-A-	---	A	13	G	1	537011.5.peg.4997.site.5
-A-	---	A	11	G	0	537011.5.peg.4997.site.6
-A-	---	A	9	G	1	537011.5.peg.4997.site.7
-A-	---	A	9	G	1	537011.5.peg.4997.site.8
-A-	---	A	9	G	1	537011.5.peg.4997.site.9
-A-	---	A	0	G	10	537011.5.peg.4997.site.10
-A-	---	A	1	G	9	537011.5.peg.4997.site.11
-A-	---	A	0	G	11	537011.5.peg.4997.site.12
-A-	---	A	1	G	14	537011.5.peg.4997.site.13
-A-	---	A	14	G	1	537011.5.peg.4997.site.14
-A-	---	A	0	G	15	537011.5.peg.4997.site.15
-A-	---	A	15	G	0	537011.5.peg.4997.site.16
-A-	---	A	15	G	0	537011.5.peg.4997.site.17
-A-	---	A	15	G	0	537011.5.peg.4997.site.18
-A-	---	A	10	G	5	537011.5.peg.4997.site.19
-A-	---	A	14	G	1	537011.5.peg.4997.site.20
-A-	---	A	10	G	5	537011.5.peg.4997.site.21
