Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	22	G	1	1120974.3.peg.1532.site.1
-A-	---	A	13	G	26	1120974.3.peg.1532.site.2
-A-	---	A	2	G	35	1120974.3.peg.1532.site.3
-A-	---	A	32	G	0	1120974.3.peg.1532.site.4
-A-	---	A	26	G	5	1120974.3.peg.1532.site.5
-A-	---	A	25	G	3	1120974.3.peg.1532.site.6
-A-	---	A	1	G	4	1120974.3.peg.1532.site.7
-A-	---	A	11	G	2	1120974.3.peg.1532.site.8
-A-	---	A	24	G	22	1120974.3.peg.1532.site.9
-A-	---	A	61	G	1	1120974.3.peg.1532.site.10
-A-	---	A	30	G	32	1120974.3.peg.1532.site.11
-A-	---	A	30	G	32	1120974.3.peg.1532.site.12
-A-	---	A	29	G	33	1120974.3.peg.1532.site.13
-A-	---	A	30	G	32	1120974.3.peg.1532.site.14
-A-	---	A	61	G	1	1120974.3.peg.1532.site.15
-A-	---	A	0	G	62	1120974.3.peg.1532.site.16
-A-	---	A	61	G	1	1120974.3.peg.1532.site.17
-A-	---	A	31	G	30	1120974.3.peg.1532.site.18
-A-	---	A	31	G	13	1120974.3.peg.1532.site.19
-A-	---	A	30	G	14	1120974.3.peg.1532.site.20
-A-	---	A	30	G	25	1120974.3.peg.1532.site.21
-A-	---	A	1	G	61	1120974.3.peg.1821.site.1
-A-	---	A	1	G	61	1120974.3.peg.1821.site.2
-A-	---	A	1	G	61	1120974.3.peg.1821.site.3
-A-	---	A	1	G	61	1120974.3.peg.1821.site.4
-A-	---	A	60	G	1	1120974.3.peg.1821.site.5
-A-	---	A	1	G	32	1120974.3.peg.1821.site.6
-A-	---	A	30	G	1	1120974.3.peg.1821.site.7
-A-	---	A	2	G	29	1120974.3.peg.1821.site.8
-A-	---	A	1	G	4	1120974.3.peg.1821.site.9
-A-	---	A	0	G	3	1120974.3.peg.1821.site.10
-A-	---	A	1	G	17	1120974.3.peg.1821.site.11
-A-	---	A	1	G	61	1120974.3.peg.1821.site.12
-A-	---	A	1	G	61	1120974.3.peg.1821.site.13
-A-	---	A	1	G	50	1120974.3.peg.1821.site.14
-A-	---	A	1	G	29	1120974.3.peg.1821.site.15
-A-	---	A	28	G	34	1120974.3.peg.1127.site.1
-A-	---	A	60	G	2	1120974.3.peg.1127.site.2
-A-	---	A	28	G	34	1120974.3.peg.1127.site.3
-A-	---	A	35	G	27	1120974.3.peg.1127.site.4
-A-	---	A	0	G	62	1120974.3.peg.1127.site.5
-A-	---	A	0	G	58	1120974.3.peg.1127.site.6
-A-	---	A	53	G	2	1120974.3.peg.1127.site.7
-A-	---	A	27	G	25	1120974.3.peg.1127.site.8
-A-	---	A	8	G	28	1120974.3.peg.1127.site.9
-A-	---	A	25	G	8	1120974.3.peg.1127.site.10
-A-	---	A	14	G	26	1120974.3.peg.1127.site.11
-A-	---	A	0	G	59	1120974.3.peg.1127.site.12
-A-	---	A	15	G	47	1120974.3.peg.1127.site.13
-A-	---	A	16	G	41	1120974.3.peg.1127.site.14
-A-	---	A	0	G	58	1120974.3.peg.1127.site.15
-A-	---	A	27	G	19	1120974.3.peg.1127.site.16
-A-	---	A	29	G	13	1120974.3.peg.1127.site.17
-A-	---	A	28	G	30	1120974.3.peg.1127.site.18
-A-	---	A	14	G	44	1120974.3.peg.1127.site.19
-A-	---	A	14	G	45	1120974.3.peg.1127.site.20
-A-	---	A	15	G	47	1120974.3.peg.1127.site.21
-A-	---	A	16	G	43	1120974.3.peg.1127.site.22
-A-	---	A	59	G	0	1120974.3.peg.1127.site.23
-A-	---	A	2	G	56	1120974.3.peg.1127.site.24
-A-	---	A	15	G	10	1120974.3.peg.1127.site.25
-A-	---	A	15	G	46	1120974.3.peg.1127.site.26
-A-	---	A	0	G	62	1120974.3.peg.1127.site.27
-A-	---	A	16	G	41	1120974.3.peg.1127.site.28
-A-	---	A	14	G	24	1120974.3.peg.1127.site.29
-A-	---	A	16	G	19	1120974.3.peg.1127.site.30
-A-	---	A	47	G	12	1120974.3.peg.1127.site.31
-A-	---	A	57	G	0	1120974.3.peg.1127.site.32
-A-	---	A	12	G	40	1120974.3.peg.1127.site.33
-A-	---	A	12	G	27	1120974.3.peg.1127.site.34
-A-	---	A	12	G	33	1120974.3.peg.1127.site.35
-A-	---	A	12	G	45	1120974.3.peg.1127.site.36
-A-	---	A	0	G	62	1120974.3.peg.1127.site.37
-A-	---	A	60	G	2	1120974.3.peg.1127.site.38
-A-	---	A	13	G	49	1120974.3.peg.1127.site.39
-A-	---	A	13	G	46	1120974.3.peg.1127.site.40
-A-	---	A	12	G	25	1120974.3.peg.1127.site.41
-A-	---	A	24	G	2	1120974.3.peg.1127.site.42
-A-	---	A	5	G	14	1120974.3.peg.1127.site.43
-A-	---	A	20	G	2	1120974.3.peg.1127.site.44
-A-	---	A	19	G	5	1120974.3.peg.1127.site.45
-A-	---	A	12	G	4	1120974.3.peg.1127.site.46
-A-	---	A	13	G	27	1120974.3.peg.1127.site.47
-A-	---	A	12	G	48	1120974.3.peg.1127.site.48
-A-	---	A	42	G	2	1120974.3.peg.1127.site.49
-A-	---	A	16	G	46	1120974.3.peg.1127.site.50
-A-	---	A	16	G	46	1120974.3.peg.1127.site.51
-A-	---	A	52	G	10	1120974.3.peg.1127.site.52
-A-	---	A	12	G	50	1120974.3.peg.1127.site.53
-A-	---	A	10	G	52	1120974.3.peg.1127.site.54
-A-	---	A	9	G	53	1120974.3.peg.1127.site.55
-A-	---	A	32	G	30	1120974.3.peg.1126.site.1
-A-	---	A	33	G	29	1120974.3.peg.1126.site.2
-A-	---	A	33	G	29	1120974.3.peg.1126.site.3
-A-	---	A	58	G	0	1120974.3.peg.1126.site.4
-A-	---	A	7	G	55	1120974.3.peg.1126.site.5
-A-	---	A	33	G	29	1120974.3.peg.1126.site.6
-A-	---	A	34	G	28	1120974.3.peg.1126.site.7
-A-	---	A	34	G	28	1120974.3.peg.1126.site.8
-A-	---	A	34	G	28	1120974.3.peg.1126.site.9
