Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	15	G	2	1262914.3.peg.658.site.1
-A-	---	A	14	G	2	1262914.3.peg.658.site.2
-A-	---	A	16	G	1	1262914.3.peg.658.site.3
-A-	---	A	1	G	16	1262914.3.peg.658.site.4
-A-	---	A	16	G	1	1262914.3.peg.658.site.5
-A-	---	A	16	G	1	1262914.3.peg.658.site.6
-A-	---	A	16	G	1	1262914.3.peg.658.site.7
-A-	---	A	14	G	3	1262914.3.peg.658.site.8
-A-	---	A	15	G	1	1262914.3.peg.659.site.1
-A-	---	A	14	G	2	1262914.3.peg.659.site.2
-A-	---	A	16	G	1	1262914.3.peg.659.site.3
-A-	---	A	16	G	1	1262914.3.peg.659.site.4
-A-	---	A	1	G	15	1262914.3.peg.659.site.5
-A-	---	A	1	G	15	1262914.3.peg.659.site.6
-A-	---	A	16	G	1	1262914.3.peg.659.site.7
-A-	---	A	1	G	16	1262914.3.peg.659.site.8
-A-	---	A	16	G	1	1262914.3.peg.659.site.9
-A-	---	A	14	G	3	1262914.3.peg.659.site.10
-A-	---	A	16	G	0	1262914.3.peg.659.site.11
-A-	---	A	11	G	5	1262914.3.peg.659.site.12
-A-	---	A	15	G	2	1262914.3.peg.659.site.13
-A-	---	A	12	G	5	1262914.3.peg.659.site.14
-A-	---	A	16	G	1	1262914.3.peg.650.site.1
-A-	---	A	15	G	2	1262914.3.peg.650.site.2
-A-	---	A	9	G	8	1262914.3.peg.651.site.1
-A-	---	A	16	G	1	1262914.3.peg.651.site.2
-A-	---	A	16	G	1	1262914.3.peg.651.site.3
-A-	---	A	15	G	2	1262914.3.peg.651.site.4
-A-	---	A	0	G	17	1262914.3.peg.651.site.5
-A-	---	A	16	G	1	1262914.3.peg.653.site.1
-A-	---	A	16	G	1	1262914.3.peg.653.site.2
-A-	---	A	16	G	1	1262914.3.peg.653.site.3
-A-	---	A	16	G	1	1262914.3.peg.653.site.4
-A-	---	A	15	G	2	1262914.3.peg.653.site.5
-A-	---	A	16	G	1	1262914.3.peg.653.site.6
-A-	---	A	15	G	1	1262914.3.peg.653.site.7
-A-	---	A	17	G	0	1262914.3.peg.654.site.1
-A-	---	A	15	G	2	1262914.3.peg.655.site.1
-A-	---	A	17	G	0	1262914.3.peg.655.site.2
-A-	---	A	12	G	5	1262914.3.peg.655.site.3
-A-	---	A	12	G	5	1262914.3.peg.655.site.4
-A-	---	A	16	G	1	1262914.3.peg.655.site.5
-A-	---	A	15	G	2	1262914.3.peg.655.site.6
-A-	---	A	16	G	1	1262914.3.peg.655.site.7
-A-	---	A	14	G	3	1262914.3.peg.655.site.8
-A-	---	A	17	G	0	1262914.3.peg.655.site.9
-A-	---	A	16	G	1	1262914.3.peg.655.site.10
-A-	---	A	15	G	2	1262914.3.peg.655.site.11
-A-	---	A	1	G	16	1262914.3.peg.655.site.12
-A-	---	A	16	G	1	1262914.3.peg.655.site.13
-A-	---	A	16	G	1	1262914.3.peg.656.site.1
-A-	---	A	15	G	2	1262914.3.peg.656.site.2
-A-	---	A	15	G	2	1262914.3.peg.656.site.3
-A-	---	A	15	G	2	1262914.3.peg.656.site.4
-A-	---	A	10	G	7	1262914.3.peg.656.site.5
-A-	---	A	16	G	1	1262914.3.peg.656.site.6
-A-	---	A	15	G	2	1262914.3.peg.656.site.7
-A-	---	A	16	G	0	1262914.3.peg.656.site.8
-A-	---	A	15	G	2	1262914.3.peg.656.site.9
-A-	---	A	15	G	2	1262914.3.peg.656.site.10
-A-	---	A	16	G	1	1262914.3.peg.656.site.11
-A-	---	A	1	G	15	1262914.3.peg.656.site.12
-A-	---	A	11	G	5	1262914.3.peg.656.site.13
-A-	---	A	9	G	7	1262914.3.peg.656.site.14
-A-	---	A	11	G	6	1262914.3.peg.656.site.15
-A-	---	A	16	G	1	1262914.3.peg.656.site.16
-A-	---	A	16	G	1	1262914.3.peg.657.site.1
-A-	---	A	16	G	1	1262914.3.peg.657.site.2
-A-	---	A	16	G	1	1262914.3.peg.657.site.3
-A-	---	A	3	G	14	1262914.3.peg.657.site.4
-A-	---	A	15	G	2	1262914.3.peg.657.site.5
