Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	0	G	1	751585.3.peg.2156.site.1
-A-	---	A	0	G	1	751585.3.peg.2156.site.2
-A-	---	A	0	G	1	751585.3.peg.2155.site.1
-A-	---	A	0	G	1	751585.3.peg.2403.site.1
-A-	---	A	0	G	0	751585.3.peg.2402.site.1
-A-	---	A	0	G	0	751585.3.peg.2402.site.2
-A-	---	A	0	G	1	751585.3.peg.2405.site.1
-A-	---	A	0	G	1	751585.3.peg.2405.site.2
-A-	---	A	0	G	1	751585.3.peg.2404.site.1
-A-	---	A	0	G	1	751585.3.peg.2404.site.2
-A-	---	A	0	G	1	751585.3.peg.2404.site.3
-A-	---	A	0	G	1	751585.3.peg.2404.site.4
-A-	---	A	0	G	1	751585.3.peg.2404.site.5
-A-	---	A	0	G	1	751585.3.peg.2404.site.6
-A-	---	A	0	G	1	751585.3.peg.2404.site.7
-A-	---	A	0	G	1	751585.3.peg.2404.site.8
-A-	---	A	0	G	1	751585.3.peg.2404.site.9
-A-	---	A	0	G	1	751585.3.peg.1904.site.1
-A-	---	A	0	G	1	751585.3.peg.1904.site.2
-A-	---	A	0	G	1	751585.3.peg.1055.site.1
-A-	---	A	0	G	1	751585.3.peg.1054.site.1
-A-	---	A	0	G	1	751585.3.peg.1054.site.2
-A-	---	A	0	G	1	751585.3.peg.1053.site.1
-A-	---	A	0	G	1	751585.3.peg.1052.site.1
-A-	---	A	0	G	1	751585.3.peg.2483.site.1
-A-	---	A	0	G	1	751585.3.peg.2483.site.2
-A-	---	A	1	G	0	751585.3.peg.2483.site.3
-A-	---	A	1	G	0	751585.3.peg.2483.site.4
-A-	---	A	1	G	0	751585.3.peg.2483.site.5
-A-	---	A	0	G	1	751585.3.peg.1839.site.1
-A-	---	A	0	G	1	751585.3.peg.2407.site.1
-A-	---	A	0	G	1	751585.3.peg.2407.site.2
-A-	---	A	0	G	1	751585.3.peg.1835.site.1
-A-	---	A	0	G	1	751585.3.peg.1837.site.1
-A-	---	A	0	G	1	751585.3.peg.1837.site.2
-A-	---	A	0	G	1	751585.3.peg.2406.site.1
-A-	---	A	0	G	1	751585.3.peg.2406.site.2
-A-	---	A	0	G	1	751585.3.peg.1830.site.1
-A-	---	A	0	G	1	751585.3.peg.1830.site.2
-A-	---	A	0	G	1	751585.3.peg.330.site.1
-A-	---	A	0	G	0	751585.3.peg.332.site.1
-A-	---	A	0	G	1	751585.3.peg.333.site.1
-A-	---	A	0	G	1	751585.3.peg.333.site.2
-A-	---	A	0	G	1	751585.3.peg.1230.site.1
-A-	---	A	0	G	1	751585.3.peg.1230.site.2
-A-	---	A	0	G	1	751585.3.peg.1230.site.3
-A-	---	A	1	G	0	751585.3.peg.1230.site.4
-A-	---	A	0	G	1	751585.3.peg.1230.site.5
-A-	---	A	0	G	1	751585.3.peg.1230.site.6
-A-	---	A	0	G	1	751585.3.peg.1230.site.7
-A-	---	A	0	G	1	751585.3.peg.1237.site.1
-A-	---	A	0	G	1	751585.3.peg.1237.site.2
-A-	---	A	0	G	1	751585.3.peg.1237.site.3
-A-	---	A	0	G	1	751585.3.peg.1235.site.1
-A-	---	A	0	G	1	751585.3.peg.1235.site.2
-A-	---	A	0	G	1	751585.3.peg.1235.site.3
-A-	---	A	0	G	1	751585.3.peg.1235.site.4
-A-	---	A	0	G	1	751585.3.peg.1235.site.5
-A-	---	A	0	G	1	751585.3.peg.1235.site.6
-A-	---	A	0	G	1	751585.3.peg.1234.site.1
-A-	---	A	0	G	1	751585.3.peg.1234.site.2
-A-	---	A	0	G	1	751585.3.peg.1234.site.3
-A-	---	A	0	G	1	751585.3.peg.1234.site.4
-A-	---	A	0	G	1	751585.3.peg.1949.site.1
-A-	---	A	0	G	1	751585.3.peg.1239.site.1
-A-	---	A	0	G	1	751585.3.peg.1239.site.2
-A-	---	A	0	G	1	751585.3.peg.1239.site.3
-A-	---	A	0	G	1	751585.3.peg.1239.site.4
-A-	---	A	0	G	1	751585.3.peg.1239.site.5
-A-	---	A	0	G	1	751585.3.peg.1238.site.1
-A-	---	A	0	G	1	751585.3.peg.1238.site.2
-A-	---	A	0	G	1	751585.3.peg.1238.site.3
-A-	---	A	0	G	1	751585.3.peg.1238.site.4
-A-	---	A	0	G	1	751585.3.peg.1238.site.5
