158458797	700014562
158479027	700014724
158499257	700014837
158742018	700015181
158802708	700015250
158944319	700015415
159247771	700015981
159146620	700016142
159166850	700016610
159733294	700033153
158337416	700013715
158822939	700014954
158883629	700015113
158984779	700015702
159369152	700015857
159591683	700015922
159328691	700016210
159207311	700016456
159227541	700016542
159288231	700016716
159268001	700016765
159571453	700016960
763516763	700021295
763496533	700021306
763557224	700021361
763678604	700021824
763536994	700021876
763820215	700021902
763698834	700023066
763577454	700023113
763638144	700023188
763840445	700023267
763961826	700023337
763719065	700023390
764002286	700023509
763860675	700023578
763880905	700023603
764062976	700023634
763901136	700023788
763759525	700023845
764143897	700023872
763982056	700023919
764042746	700024024
764083206	700024086
764245047	700024141
764285508	700024233
764346198	700024234
764487809	700024318
764467579	700024349
764224817	700024437
763435843	700024449
764305738	700024545
764325968	700024615
764447348	700024673
764508039	700024711
764588959	700024752
764366428	700024789
764649650	700024866
764669880	700024930
765074482	700024998
159672603	700032068
159429842	700032133
159753524	700032222
160036745	700032413
160421117	700032944
159308461	700033201
159450072	700033363
159611913	700033435
159490532	700033502
159551223	700033665
159814214	700033797
159510762	700033922
159632143	700033989
160481808	700034081
160319967	700034166
160502038	700034254
160461578	700034622
160582958	700034794
160542498	700034838
160603188	700034926
160441347	700035157
158357646	700035237
160056975	700035373
160158126	700035533
160380657	700035747
160178356	700035785
160218816	700035861
764710340	700037008
765094712	700037042
765155402	700037090
765013792	700037123
765135172	700037284
765256553	700037303
765216093	700037357
765276783	700037405
765398164	700037649
765034022	700037738
765377934	700037757
765337473	700037852
765560005	700037868
765519544	700037916
765317243	700037967
763597684	700038053
765620695	700038072
765539774	700038167
765661155	700038284
764892411	700038386
160643649	700095213
160400887	700095486
160663879	700095524
160704339	700095647
160684109	700095717
160845950	700095831
160947100	700096047
160765029	700096380
161007791	700096700
161230322	700096865
158256496	700097688
638754422	700097906
809635352	700098429
370425937	700098669
246515023	700099512
159005010	700099886
158721788	700100022
159713063	700101534
159389382	700101638
368533040	700102043
764811490	700106876
550534656	700106325
840279516	700102659
178713055	700105049
517810313	700106412
863126187	700103558
604812005	700102299
658594300	700105940
404239096	700038594
953045535	700105613
516889361	700105312
375450439	700105787
553359145	700106504
763476303	700038493
275382046	700105000
465578759	700105991
763456073	700105685
861967750	700038870
764184357	700106056
612472597	700105153
823052294	700106198
686765762	700107189
765701615	700038414
159470302	700108341
765640925	700038806
668248235	700105882
147406386	700106946
132902142	700103479
706846339	700106170
161473083	700110222
508703490	700038761
161412393	700109987
675950834	700106229
161554003	700109449
338793263	700106465
857980665	700106754
737052003	700106065
370027359	700038956
160097436	700107566
289996019	700106333
355657046	700038918
159085930	700109921
650853796	700110354
866653606	700111223
451588811	700111439
763395383	700114000
763721271	700111296
872848689	700111745
561079058	700114911
809362576	700113177
336497421	700111505
257905678	700111156
663835652	700114218
234447334	700113705
367712035	700113762
763921366	700113810
488228756	700113867
884419868	700113975
991168867	700116028
765195863	700116076
993302508	700116148
764791260	700116296
980939909	700116401
268204421	700116505
722859603	700116668
868454789	700116730
872298013	700116865
360880230	700116917
305070461	700117031
884797910	700117069
525622796	700117172
731256356	700117766
160259276	700121639
158155345	700013588
158013734	700013597
158033964	700013600
158114885	700013603
158276726	700013672
158296956	700013693
158398106	700014386
158438567	700014486
158418336	700014498
158964549	700016000
157953044	700095058
158216035	700097234
158236265	700098932
103092734	700161872
115629832	700117303
206906765	700122042
838529239	700122408
160967330	700122860
646253328	700161219
195044680	700161429
316129862	700163296
162469177	700172069
739574095	700164249
208027353	700164735
682102541	700165407
938202701	700171679
256789458	700172279
643185023	700172621
875002022	700172813
901775393	700173546
764851951	700175181
764953101	700175331
886389417	700173686
536137189	700122765
797461496	700124561
788731474	700124429
241812656	700121919
932979671	700164891
486505039	700117537
535376874	700161967
188816475	700161743
596625983	700117395
725019804	700161533
182518224	700165224
366487741	700172346
970836795	700097973
441369442	700167759
160987560	700166862
161068481	700123135
