Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	44	G	1	997885.3.peg.5919.site.1
-A-	---	A	48	G	1	997885.3.peg.5919.site.2
-A-	---	A	48	G	1	997885.3.peg.5918.site.1
-A-	---	A	49	G	0	997885.3.peg.5918.site.2
-A-	---	A	49	G	0	997885.3.peg.5918.site.3
-A-	---	A	49	G	0	997885.3.peg.5918.site.4
-A-	---	A	44	G	5	997885.3.peg.5917.site.1
-A-	---	A	49	G	1	997885.3.peg.5917.site.2
-A-	---	A	49	G	1	997885.3.peg.5917.site.3
-A-	---	A	49	G	0	997885.3.peg.5917.site.4
-A-	---	A	50	G	0	997885.3.peg.5917.site.5
-A-	---	A	49	G	0	997885.3.peg.5917.site.6
-A-	---	A	48	G	0	997885.3.peg.5917.site.7
-A-	---	A	41	G	7	997885.3.peg.5917.site.8
-A-	---	A	43	G	4	997885.3.peg.5917.site.9
-A-	---	A	41	G	8	997885.3.peg.5917.site.10
-A-	---	A	37	G	3	997885.3.peg.5916.site.1
-A-	---	A	35	G	5	997885.3.peg.5916.site.2
-A-	---	A	35	G	5	997885.3.peg.5916.site.3
-A-	---	A	45	G	5	997885.3.peg.5916.site.4
-A-	---	A	34	G	13	997885.3.peg.5916.site.5
-A-	---	A	26	G	1	997885.3.peg.5916.site.6
-A-	---	A	35	G	1	997885.3.peg.5916.site.7
-A-	---	A	50	G	1	997885.3.peg.388.site.1
-A-	---	A	50	G	0	997885.3.peg.388.site.2
-A-	---	A	50	G	1	997885.3.peg.388.site.3
-A-	---	A	33	G	1	997885.3.peg.6329.site.1
-A-	---	A	39	G	3	997885.3.peg.6329.site.2
-A-	---	A	0	G	49	997885.3.peg.6329.site.3
-A-	---	A	50	G	1	997885.3.peg.6329.site.4
-A-	---	A	50	G	1	997885.3.peg.6329.site.5
-A-	---	A	50	G	1	997885.3.peg.6329.site.6
-A-	---	A	32	G	19	997885.3.peg.6329.site.7
-A-	---	A	32	G	16	997885.3.peg.6329.site.8
-A-	---	A	32	G	14	997885.3.peg.6329.site.9
-A-	---	A	32	G	1	997885.3.peg.6329.site.10
-A-	---	A	27	G	5	997885.3.peg.6329.site.11
-A-	---	A	51	G	0	997885.3.peg.6328.site.1
-A-	---	A	51	G	0	997885.3.peg.6328.site.2
-A-	---	A	51	G	0	997885.3.peg.6328.site.3
-A-	---	A	37	G	14	997885.3.peg.6328.site.4
-A-	---	A	51	G	0	997885.3.peg.6328.site.5
-A-	---	A	48	G	2	997885.3.peg.6328.site.6
-A-	---	A	49	G	1	997885.3.peg.6328.site.7
-A-	---	A	45	G	5	997885.3.peg.6328.site.8
-A-	---	A	20	G	30	997885.3.peg.3259.site.1
-A-	---	A	24	G	27	997885.3.peg.3259.site.2
-A-	---	A	6	G	45	997885.3.peg.3259.site.3
-A-	---	A	39	G	12	997885.3.peg.3259.site.4
-A-	---	A	50	G	1	997885.3.peg.3259.site.5
-A-	---	A	50	G	1	997885.3.peg.3259.site.6
-A-	---	A	50	G	1	997885.3.peg.3259.site.7
-A-	---	A	50	G	1	997885.3.peg.3259.site.8
-A-	---	A	50	G	1	997885.3.peg.3259.site.9
-A-	---	A	49	G	2	997885.3.peg.3259.site.10
-A-	---	A	49	G	2	997885.3.peg.3259.site.11
-A-	---	A	6	G	45	997885.3.peg.3259.site.12
-A-	---	A	50	G	1	997885.3.peg.3259.site.13
-A-	---	A	50	G	1	997885.3.peg.3259.site.14
-A-	---	A	50	G	1	997885.3.peg.3259.site.15
-A-	---	A	49	G	2	997885.3.peg.3259.site.16
-A-	---	A	50	G	1	997885.3.peg.3259.site.17
-A-	---	A	49	G	2	997885.3.peg.3259.site.18
-A-	---	A	50	G	1	997885.3.peg.3259.site.19
-A-	---	A	8	G	43	997885.3.peg.3259.site.20
-A-	---	A	50	G	1	997885.3.peg.3259.site.21
-A-	---	A	50	G	1	997885.3.peg.3259.site.22
-A-	---	A	50	G	1	997885.3.peg.3259.site.23
-A-	---	A	49	G	1	997885.3.peg.3259.site.24
-A-	---	A	38	G	12	997885.3.peg.3259.site.25
-A-	---	A	5	G	45	997885.3.peg.3259.site.26
-A-	---	A	50	G	1	997885.3.peg.3259.site.27
-A-	---	A	50	G	1	997885.3.peg.3259.site.28
-A-	---	A	39	G	12	997885.3.peg.3259.site.29
-A-	---	A	50	G	1	997885.3.peg.3259.site.30
-A-	---	A	50	G	1	997885.3.peg.3259.site.31
-A-	---	A	24	G	27	997885.3.peg.3259.site.32
-A-	---	A	50	G	1	997885.3.peg.3259.site.33
-A-	---	A	50	G	1	997885.3.peg.3259.site.34
-A-	---	A	48	G	3	997885.3.peg.3259.site.35
-A-	---	A	47	G	4	997885.3.peg.3259.site.36
-A-	---	A	38	G	13	997885.3.peg.3259.site.37
-A-	---	A	50	G	1	997885.3.peg.3259.site.38
-A-	---	A	50	G	1	997885.3.peg.3259.site.39
-A-	---	A	47	G	4	997885.3.peg.3259.site.40
-A-	---	A	33	G	18	997885.3.peg.3259.site.41
-A-	---	A	33	G	18	997885.3.peg.3259.site.42
-A-	---	A	50	G	1	997885.3.peg.3259.site.43
-A-	---	A	50	G	1	997885.3.peg.3259.site.44
-A-	---	A	48	G	3	997885.3.peg.3259.site.45
-A-	---	A	50	G	1	997885.3.peg.3259.site.46
-A-	---	A	41	G	10	997885.3.peg.3259.site.47
-A-	---	A	6	G	45	997885.3.peg.3259.site.48
-A-	---	A	22	G	19	997885.3.peg.3259.site.49
-A-	---	A	20	G	24	997885.3.peg.3259.site.50
-A-	---	A	38	G	13	997885.3.peg.3259.site.51
-A-	---	A	50	G	1	997885.3.peg.3259.site.52
-A-	---	A	50	G	1	997885.3.peg.6323.site.1
-A-	---	A	46	G	5	997885.3.peg.6323.site.2
-A-	---	A	36	G	14	997885.3.peg.6323.site.3
-A-	---	A	51	G	0	997885.3.peg.6323.site.4
-A-	---	A	37	G	13	997885.3.peg.6320.site.1
-A-	---	A	46	G	4	997885.3.peg.6320.site.2
-A-	---	A	45	G	6	997885.3.peg.6320.site.3
-A-	---	A	37	G	14	997885.3.peg.6320.site.4
-A-	---	A	50	G	1	997885.3.peg.6320.site.5
-A-	---	A	50	G	1	997885.3.peg.6320.site.6
-A-	---	A	49	G	2	997885.3.peg.6327.site.1
-A-	---	A	50	G	1	997885.3.peg.6327.site.2
-A-	---	A	24	G	27	997885.3.peg.6327.site.3
-A-	---	A	24	G	27	997885.3.peg.6327.site.4
-A-	---	A	25	G	26	997885.3.peg.6327.site.5
-A-	---	A	50	G	1	997885.3.peg.6327.site.6
-A-	---	A	48	G	3	997885.3.peg.6327.site.7
-A-	---	A	50	G	1	997885.3.peg.6327.site.8
-A-	---	A	50	G	1	997885.3.peg.6327.site.9
-A-	---	A	27	G	24	997885.3.peg.6327.site.10
-A-	---	A	28	G	23	997885.3.peg.6327.site.11
-A-	---	A	50	G	1	997885.3.peg.6327.site.12
-A-	---	A	50	G	1	997885.3.peg.6327.site.13
-A-	---	A	50	G	1	997885.3.peg.6327.site.14
-A-	---	A	50	G	1	997885.3.peg.6327.site.15
-A-	---	A	50	G	1	997885.3.peg.6327.site.16
-A-	---	A	32	G	18	997885.3.peg.6327.site.17
-A-	---	A	50	G	1	997885.3.peg.6327.site.18
-A-	---	A	50	G	1	997885.3.peg.6327.site.19
-A-	---	A	50	G	1	997885.3.peg.6327.site.20
-A-	---	A	47	G	4	997885.3.peg.6327.site.21
-A-	---	A	48	G	3	997885.3.peg.6327.site.22
-A-	---	A	31	G	20	997885.3.peg.6327.site.23
-A-	---	A	31	G	20	997885.3.peg.6327.site.24
-A-	---	A	31	G	20	997885.3.peg.6327.site.25
-A-	---	A	46	G	5	997885.3.peg.6327.site.26
-A-	---	A	37	G	14	997885.3.peg.6327.site.27
-A-	---	A	27	G	24	997885.3.peg.6327.site.28
-A-	---	A	37	G	14	997885.3.peg.6327.site.29
-A-	---	A	51	G	0	997885.3.peg.6327.site.30
-A-	---	A	50	G	1	997885.3.peg.6327.site.31
-A-	---	A	46	G	5	997885.3.peg.6327.site.32
-A-	---	A	50	G	1	997885.3.peg.6327.site.33
-A-	---	A	48	G	3	997885.3.peg.6327.site.34
-A-	---	A	50	G	0	997885.3.peg.6327.site.35
-A-	---	A	51	G	0	997885.3.peg.6327.site.36
-A-	---	A	51	G	0	997885.3.peg.6327.site.37
-A-	---	A	43	G	1	997885.3.peg.6326.site.1
-A-	---	A	38	G	5	997885.3.peg.6326.site.2
-A-	---	A	39	G	9	997885.3.peg.6326.site.3
-A-	---	A	48	G	2	997885.3.peg.6326.site.4
-A-	---	A	31	G	3	997885.3.peg.6326.site.5
-A-	---	A	26	G	24	997885.3.peg.6326.site.6
-A-	---	A	51	G	0	997885.3.peg.6325.site.1
-A-	---	A	51	G	0	997885.3.peg.6325.site.2
-A-	---	A	25	G	26	997885.3.peg.6325.site.3
-A-	---	A	50	G	1	997885.3.peg.6325.site.4
-A-	---	A	50	G	1	997885.3.peg.6325.site.5
-A-	---	A	48	G	3	997885.3.peg.6325.site.6
-A-	---	A	51	G	0	997885.3.peg.6325.site.7
-A-	---	A	51	G	0	997885.3.peg.6325.site.8
-A-	---	A	49	G	2	997885.3.peg.6325.site.9
-A-	---	A	50	G	1	997885.3.peg.6325.site.10
-A-	---	A	50	G	1	997885.3.peg.6324.site.1
-A-	---	A	35	G	4	997885.3.peg.6324.site.2
-A-	---	A	51	G	0	997885.3.peg.6324.site.3
-A-	---	A	49	G	1	997885.3.peg.2753.site.1
-A-	---	A	49	G	2	997885.3.peg.2750.site.1
-A-	---	A	47	G	0	997885.3.peg.2750.site.2
-A-	---	A	45	G	1	997885.3.peg.2750.site.3
-A-	---	A	19	G	7	997885.3.peg.2750.site.4
-A-	---	A	50	G	1	997885.3.peg.2750.site.5
-A-	---	A	50	G	1	997885.3.peg.2750.site.6
-A-	---	A	2	G	49	997885.3.peg.2750.site.7
-A-	---	A	48	G	3	997885.3.peg.2750.site.8
-A-	---	A	2	G	49	997885.3.peg.2751.site.1
-A-	---	A	50	G	1	997885.3.peg.2751.site.2
-A-	---	A	49	G	2	997885.3.peg.2751.site.3
-A-	---	A	27	G	24	997885.3.peg.2751.site.4
-A-	---	A	50	G	1	997885.3.peg.2751.site.5
-A-	---	A	50	G	1	997885.3.peg.2751.site.6
-A-	---	A	6	G	45	997885.3.peg.2751.site.7
-A-	---	A	47	G	4	997885.3.peg.2751.site.8
-A-	---	A	50	G	1	997885.3.peg.2751.site.9
-A-	---	A	51	G	0	997885.3.peg.2751.site.10
-A-	---	A	50	G	1	997885.3.peg.2751.site.11
-A-	---	A	46	G	5	997885.3.peg.2751.site.12
-A-	---	A	50	G	1	997885.3.peg.2751.site.13
-A-	---	A	50	G	1	997885.3.peg.2751.site.14
-A-	---	A	10	G	37	997885.3.peg.2756.site.1
-A-	---	A	50	G	1	997885.3.peg.2756.site.2
-A-	---	A	50	G	1	997885.3.peg.2756.site.3
-A-	---	A	39	G	11	997885.3.peg.2756.site.4
-A-	---	A	51	G	0	997885.3.peg.2756.site.5
-A-	---	A	49	G	2	997885.3.peg.2756.site.6
-A-	---	A	43	G	8	997885.3.peg.2756.site.7
-A-	---	A	46	G	5	997885.3.peg.2756.site.8
-A-	---	A	41	G	6	997885.3.peg.2756.site.9
-A-	---	A	41	G	3	997885.3.peg.2756.site.10
-A-	---	A	35	G	6	997885.3.peg.2756.site.11
-A-	---	A	36	G	5	997885.3.peg.2756.site.12
-A-	---	A	40	G	3	997885.3.peg.2756.site.13
-A-	---	A	6	G	37	997885.3.peg.2756.site.14
-A-	---	A	2	G	48	997885.3.peg.2756.site.15
-A-	---	A	50	G	1	997885.3.peg.2756.site.16
-A-	---	A	45	G	6	997885.3.peg.2756.site.17
-A-	---	A	12	G	39	997885.3.peg.2756.site.18
-A-	---	A	50	G	1	997885.3.peg.2756.site.19
-A-	---	A	48	G	3	997885.3.peg.2756.site.20
-A-	---	A	42	G	9	997885.3.peg.2756.site.21
-A-	---	A	50	G	1	997885.3.peg.2756.site.22
-A-	---	A	48	G	0	997885.3.peg.2757.site.1
-A-	---	A	50	G	1	997885.3.peg.2757.site.2
-A-	---	A	44	G	7	997885.3.peg.2757.site.3
-A-	---	A	2	G	49	997885.3.peg.2757.site.4
-A-	---	A	49	G	2	997885.3.peg.2757.site.5
-A-	---	A	48	G	1	997885.3.peg.2757.site.6
-A-	---	A	43	G	6	997885.3.peg.2757.site.7
-A-	---	A	46	G	5	997885.3.peg.2754.site.1
-A-	---	A	49	G	2	997885.3.peg.2754.site.2
-A-	---	A	40	G	1	997885.3.peg.3293.site.1
-A-	---	A	44	G	4	997885.3.peg.3293.site.2
-A-	---	A	48	G	1	997885.3.peg.3293.site.3
-A-	---	A	49	G	0	997885.3.peg.3293.site.4
-A-	---	A	48	G	1	997885.3.peg.3293.site.5
-A-	---	A	45	G	4	997885.3.peg.3293.site.6
-A-	---	A	48	G	1	997885.3.peg.3293.site.7
-A-	---	A	47	G	2	997885.3.peg.3293.site.8
-A-	---	A	47	G	2	997885.3.peg.3293.site.9
-A-	---	A	48	G	1	997885.3.peg.3293.site.10
-A-	---	A	35	G	14	997885.3.peg.3293.site.11
-A-	---	A	46	G	2	997885.3.peg.6436.site.1
-A-	---	A	49	G	0	997885.3.peg.6436.site.2
-A-	---	A	49	G	0	997885.3.peg.6436.site.3
-A-	---	A	45	G	0	997885.3.peg.6436.site.4
-A-	---	A	44	G	1	997885.3.peg.6436.site.5
-A-	---	A	46	G	0	997885.3.peg.6436.site.6
-A-	---	A	45	G	0	997885.3.peg.6436.site.7
-A-	---	A	43	G	1	997885.3.peg.3299.site.1
-A-	---	A	46	G	3	997885.3.peg.3299.site.2
-A-	---	A	45	G	4	997885.3.peg.3299.site.3
-A-	---	A	5	G	41	997885.3.peg.3299.site.4
-A-	---	A	44	G	1	997885.3.peg.3299.site.5
-A-	---	A	23	G	25	997885.3.peg.3299.site.6
-A-	---	A	48	G	1	997885.3.peg.3299.site.7
-A-	---	A	48	G	1	997885.3.peg.3299.site.8
-A-	---	A	48	G	1	997885.3.peg.3299.site.9
-A-	---	A	46	G	2	997885.3.peg.3299.site.10
-A-	---	A	32	G	16	997885.3.peg.3299.site.11
-A-	---	A	33	G	17	997885.3.peg.6430.site.1
-A-	---	A	49	G	1	997885.3.peg.6430.site.2
-A-	---	A	35	G	14	997885.3.peg.6430.site.3
-A-	---	A	48	G	1	997885.3.peg.6430.site.4
-A-	---	A	45	G	3	997885.3.peg.6430.site.5
-A-	---	A	44	G	6	997885.3.peg.6430.site.6
-A-	---	A	46	G	0	997885.3.peg.3504.site.1
-A-	---	A	40	G	10	997885.3.peg.3504.site.2
-A-	---	A	48	G	2	997885.3.peg.3504.site.3
-A-	---	A	49	G	1	997885.3.peg.3504.site.4
-A-	---	A	45	G	5	997885.3.peg.3504.site.5
-A-	---	A	50	G	0	997885.3.peg.3504.site.6
-A-	---	A	44	G	6	997885.3.peg.3504.site.7
-A-	---	A	49	G	1	997885.3.peg.3504.site.8
-A-	---	A	40	G	10	997885.3.peg.3504.site.9
-A-	---	A	49	G	1	997885.3.peg.3504.site.10
-A-	---	A	47	G	3	997885.3.peg.3504.site.11
-A-	---	A	44	G	6	997885.3.peg.3504.site.12
-A-	---	A	41	G	9	997885.3.peg.3504.site.13
-A-	---	A	44	G	6	997885.3.peg.3504.site.14
-A-	---	A	43	G	7	997885.3.peg.3504.site.15
-A-	---	A	16	G	34	997885.3.peg.3504.site.16
-A-	---	A	35	G	15	997885.3.peg.3504.site.17
-A-	---	A	49	G	1	997885.3.peg.3504.site.18
-A-	---	A	41	G	9	997885.3.peg.3504.site.19
-A-	---	A	40	G	9	997885.3.peg.3504.site.20
-A-	---	A	49	G	1	997885.3.peg.3504.site.21
-A-	---	A	40	G	1	997885.3.peg.3504.site.22
-A-	---	A	40	G	1	997885.3.peg.3504.site.23
-A-	---	A	48	G	3	997885.3.peg.102.site.1
-A-	---	A	47	G	4	997885.3.peg.102.site.2
-A-	---	A	39	G	12	997885.3.peg.102.site.3
-A-	---	A	46	G	5	997885.3.peg.102.site.4
-A-	---	A	49	G	2	997885.3.peg.102.site.5
-A-	---	A	41	G	10	997885.3.peg.102.site.6
-A-	---	A	47	G	4	997885.3.peg.102.site.7
-A-	---	A	47	G	4	997885.3.peg.102.site.8
-A-	---	A	51	G	0	997885.3.peg.102.site.9
-A-	---	A	48	G	0	997885.3.peg.102.site.10
-A-	---	A	48	G	0	997885.3.peg.102.site.11
-A-	---	A	44	G	1	997885.3.peg.102.site.12
-A-	---	A	43	G	1	997885.3.peg.102.site.13
-A-	---	A	46	G	0	997885.3.peg.102.site.14
-A-	---	A	42	G	8	997885.3.peg.3506.site.1
-A-	---	A	39	G	11	997885.3.peg.3506.site.2
