Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	4	G	2	349741.6.peg.1723.site.1
-A-	---	A	21	G	4	349741.6.peg.1723.site.2
-A-	---	A	3	G	22	349741.6.peg.1723.site.3
-A-	---	A	3	G	20	349741.6.peg.1723.site.4
-A-	---	A	3	G	21	349741.6.peg.1723.site.5
-A-	---	A	3	G	22	349741.6.peg.1723.site.6
-A-	---	A	22	G	3	349741.6.peg.1723.site.7
-A-	---	A	15	G	10	349741.6.peg.1723.site.8
-A-	---	A	3	G	20	349741.6.peg.1723.site.9
-A-	---	A	3	G	16	349741.6.peg.1723.site.10
-A-	---	A	13	G	1	349741.6.peg.1723.site.11
-A-	---	A	3	G	3	349741.6.peg.1723.site.12
-A-	---	A	3	G	3	349741.6.peg.1723.site.13
-A-	---	A	3	G	2	349741.6.peg.1723.site.14
-A-	---	A	3	G	2	349741.6.peg.1723.site.15
-A-	---	A	3	G	2	349741.6.peg.1723.site.16
-A-	---	A	3	G	19	349741.6.peg.1723.site.17
-A-	---	A	9	G	16	349741.6.peg.1723.site.18
-A-	---	A	3	G	22	349741.6.peg.1723.site.19
-A-	---	A	13	G	12	349741.6.peg.1723.site.20
-A-	---	A	24	G	1	349741.6.peg.1723.site.21
-A-	---	A	1	G	24	349741.6.peg.1723.site.22
-A-	---	A	3	G	22	349741.6.peg.1723.site.23
-A-	---	A	0	G	25	349741.6.peg.1723.site.24
-A-	---	A	18	G	7	349741.6.peg.1723.site.25
-A-	---	A	23	G	2	349741.6.peg.1723.site.26
-A-	---	A	22	G	3	349741.6.peg.1723.site.27
-A-	---	A	18	G	7	349741.6.peg.1723.site.28
-A-	---	A	0	G	25	349741.6.peg.1723.site.29
-A-	---	A	3	G	22	349741.6.peg.1723.site.30
-A-	---	A	19	G	2	349741.6.peg.1722.site.1
-A-	---	A	19	G	2	349741.6.peg.1722.site.2
-A-	---	A	19	G	2	349741.6.peg.1722.site.3
-A-	---	A	19	G	1	349741.6.peg.1722.site.4
-A-	---	A	19	G	2	349741.6.peg.1722.site.5
-A-	---	A	20	G	2	349741.6.peg.1722.site.6
-A-	---	A	22	G	3	349741.6.peg.1722.site.7
-A-	---	A	24	G	1	349741.6.peg.1722.site.8
-A-	---	A	21	G	3	349741.6.peg.1722.site.9
-A-	---	A	24	G	1	349741.6.peg.1722.site.10
-A-	---	A	19	G	6	349741.6.peg.1722.site.11
-A-	---	A	19	G	6	349741.6.peg.1722.site.12
-A-	---	A	22	G	3	349741.6.peg.1722.site.13
-A-	---	A	4	G	20	349741.6.peg.1722.site.14
-A-	---	A	4	G	5	349741.6.peg.1722.site.15
-A-	---	A	1	G	4	349741.6.peg.1722.site.16
-A-	---	A	4	G	2	349741.6.peg.1722.site.17
-A-	---	A	4	G	8	349741.6.peg.1722.site.18
-A-	---	A	4	G	21	349741.6.peg.1722.site.19
-A-	---	A	4	G	21	349741.6.peg.1722.site.20
-A-	---	A	19	G	6	349741.6.peg.1722.site.21
-A-	---	A	24	G	1	349741.6.peg.1722.site.22
-A-	---	A	4	G	21	349741.6.peg.1722.site.23
-A-	---	A	4	G	21	349741.6.peg.1722.site.24
-A-	---	A	4	G	19	349741.6.peg.1722.site.25
-A-	---	A	6	G	10	349741.6.peg.1722.site.26
-A-	---	A	15	G	3	349741.6.peg.1722.site.27
