Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	160	G	40	435590.9.peg.1812.site.1
-A-	---	A	160	G	11	435590.9.peg.1812.site.2
-A-	---	A	160	G	8	435590.9.peg.1812.site.3
-A-	---	A	164	G	6	435590.9.peg.1812.site.4
-A-	---	A	160	G	16	435590.9.peg.1812.site.5
-A-	---	A	103	G	81	435590.9.peg.1812.site.6
-A-	---	A	200	G	8	435590.9.peg.1812.site.7
-A-	---	A	160	G	49	435590.9.peg.1812.site.8
-A-	---	A	160	G	49	435590.9.peg.1812.site.9
-A-	---	A	160	G	49	435590.9.peg.1812.site.10
-A-	---	A	160	G	48	435590.9.peg.1812.site.11
-A-	---	A	160	G	49	435590.9.peg.1812.site.12
-A-	---	A	160	G	49	435590.9.peg.1812.site.13
-A-	---	A	160	G	49	435590.9.peg.1812.site.14
-A-	---	A	152	G	57	435590.9.peg.1812.site.15
-A-	---	A	160	G	38	435590.9.peg.1812.site.16
-A-	---	A	160	G	36	435590.9.peg.1812.site.17
-A-	---	A	103	G	106	435590.9.peg.1812.site.18
-A-	---	A	160	G	40	435590.9.peg.1812.site.19
-A-	---	A	160	G	49	435590.9.peg.1812.site.20
-A-	---	A	206	G	3	435590.9.peg.1812.site.21
-A-	---	A	160	G	49	435590.9.peg.1812.site.22
-A-	---	A	209	G	1	435590.9.peg.88.site.1
-A-	---	A	199	G	11	435590.9.peg.88.site.2
-A-	---	A	209	G	1	435590.9.peg.88.site.3
-A-	---	A	111	G	99	435590.9.peg.88.site.4
-A-	---	A	128	G	82	435590.9.peg.88.site.5
-A-	---	A	161	G	49	435590.9.peg.88.site.6
-A-	---	A	205	G	3	435590.9.peg.88.site.7
-A-	---	A	161	G	49	435590.9.peg.89.site.1
-A-	---	A	161	G	49	435590.9.peg.89.site.2
-A-	---	A	161	G	49	435590.9.peg.89.site.3
-A-	---	A	161	G	49	435590.9.peg.89.site.4
-A-	---	A	147	G	63	435590.9.peg.89.site.5
-A-	---	A	161	G	49	435590.9.peg.89.site.6
-A-	---	A	161	G	49	435590.9.peg.89.site.7
-A-	---	A	161	G	49	435590.9.peg.89.site.8
-A-	---	A	161	G	49	435590.9.peg.89.site.9
-A-	---	A	161	G	49	435590.9.peg.89.site.10
-A-	---	A	210	G	0	435590.9.peg.89.site.11
-A-	---	A	161	G	49	435590.9.peg.89.site.12
-A-	---	A	161	G	49	435590.9.peg.89.site.13
-A-	---	A	161	G	49	435590.9.peg.89.site.14
-A-	---	A	127	G	83	435590.9.peg.89.site.15
-A-	---	A	161	G	49	435590.9.peg.89.site.16
-A-	---	A	161	G	49	435590.9.peg.89.site.17
-A-	---	A	161	G	43	435590.9.peg.89.site.18
-A-	---	A	191	G	18	435590.9.peg.89.site.19
-A-	---	A	205	G	5	435590.9.peg.89.site.20
-A-	---	A	208	G	2	435590.9.peg.89.site.21
-A-	---	A	119	G	91	435590.9.peg.89.site.22
-A-	---	A	161	G	49	435590.9.peg.89.site.23
-A-	---	A	161	G	49	435590.9.peg.89.site.24
-A-	---	A	161	G	49	435590.9.peg.89.site.25
-A-	---	A	168	G	42	435590.9.peg.89.site.26
-A-	---	A	157	G	53	435590.9.peg.89.site.27
-A-	---	A	161	G	49	435590.9.peg.89.site.28
-A-	---	A	161	G	49	435590.9.peg.89.site.29
-A-	---	A	191	G	17	435590.9.peg.89.site.30
-A-	---	A	120	G	0	435590.9.peg.1814.site.1
-A-	---	A	63	G	64	435590.9.peg.1814.site.2
-A-	---	A	132	G	6	435590.9.peg.1814.site.3
-A-	---	A	137	G	71	435590.9.peg.1814.site.4
-A-	---	A	160	G	49	435590.9.peg.1814.site.5
-A-	---	A	160	G	7	435590.9.peg.1814.site.6
-A-	---	A	160	G	6	435590.9.peg.1814.site.7
-A-	---	A	160	G	6	435590.9.peg.1814.site.8
-A-	---	A	92	G	79	435590.9.peg.1814.site.9
-A-	---	A	160	G	49	435590.9.peg.1814.site.10
-A-	---	A	105	G	105	435590.9.peg.1814.site.11
-A-	---	A	161	G	49	435590.9.peg.1814.site.12
-A-	---	A	161	G	49	435590.9.peg.1814.site.13
-A-	---	A	161	G	49	435590.9.peg.1814.site.14
-A-	---	A	160	G	50	435590.9.peg.1814.site.15
-A-	---	A	161	G	49	435590.9.peg.1814.site.16
-A-	---	A	150	G	60	435590.9.peg.1814.site.17
-A-	---	A	161	G	49	435590.9.peg.1814.site.18
-A-	---	A	161	G	49	435590.9.peg.1814.site.19
-A-	---	A	163	G	47	435590.9.peg.1814.site.20
-A-	---	A	161	G	49	435590.9.peg.1814.site.21
-A-	---	A	209	G	1	435590.9.peg.1814.site.22
-A-	---	A	161	G	49	435590.9.peg.1814.site.23
-A-	---	A	161	G	49	435590.9.peg.1814.site.24
-A-	---	A	207	G	3	435590.9.peg.1814.site.25
-A-	---	A	161	G	48	435590.9.peg.1814.site.26
-A-	---	A	203	G	4	435590.9.peg.1814.site.27
-A-	---	A	161	G	49	435590.9.peg.84.site.1
-A-	---	A	161	G	49	435590.9.peg.84.site.2
-A-	---	A	161	G	49	435590.9.peg.84.site.3
-A-	---	A	161	G	49	435590.9.peg.84.site.4
-A-	---	A	162	G	48	435590.9.peg.84.site.5
-A-	---	A	161	G	49	435590.9.peg.84.site.6
-A-	---	A	161	G	48	435590.9.peg.84.site.7
-A-	---	A	161	G	45	435590.9.peg.84.site.8
-A-	---	A	161	G	49	435590.9.peg.84.site.9
-A-	---	A	208	G	2	435590.9.peg.84.site.10
