Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	7	G	19	1118061.3.peg.1689.site.1
-A-	---	A	22	G	1	1118061.3.peg.1689.site.2
-A-	---	A	22	G	1	1118061.3.peg.1689.site.3
-A-	---	A	4	G	21	1118061.3.peg.1689.site.4
-A-	---	A	4	G	25	1118061.3.peg.1689.site.5
-A-	---	A	22	G	0	1118061.3.peg.1689.site.6
-A-	---	A	23	G	0	1118061.3.peg.1689.site.7
-A-	---	A	22	G	2	1118061.3.peg.1689.site.8
-A-	---	A	31	G	0	1118061.3.peg.1684.site.1
-A-	---	A	20	G	11	1118061.3.peg.1684.site.2
-A-	---	A	26	G	5	1118061.3.peg.1684.site.3
-A-	---	A	2	G	29	1118061.3.peg.1684.site.4
-A-	---	A	27	G	4	1118061.3.peg.1684.site.5
-A-	---	A	20	G	11	1118061.3.peg.1684.site.6
-A-	---	A	30	G	0	1118061.3.peg.1684.site.7
-A-	---	A	24	G	7	1118061.3.peg.1684.site.8
-A-	---	A	24	G	7	1118061.3.peg.1684.site.9
-A-	---	A	30	G	1	1118061.3.peg.1684.site.10
-A-	---	A	24	G	7	1118061.3.peg.1684.site.11
-A-	---	A	27	G	3	1118061.3.peg.1684.site.12
-A-	---	A	25	G	1	1118061.3.peg.1684.site.13
-A-	---	A	27	G	2	1118061.3.peg.1684.site.14
-A-	---	A	28	G	1	1118061.3.peg.1685.site.1
-A-	---	A	21	G	3	1118061.3.peg.1685.site.2
-A-	---	A	18	G	8	1118061.3.peg.1685.site.3
-A-	---	A	22	G	8	1118061.3.peg.1685.site.4
-A-	---	A	21	G	8	1118061.3.peg.1685.site.5
-A-	---	A	27	G	3	1118061.3.peg.1685.site.6
-A-	---	A	29	G	1	1118061.3.peg.1685.site.7
-A-	---	A	9	G	22	1118061.3.peg.1685.site.8
-A-	---	A	0	G	31	1118061.3.peg.1685.site.9
-A-	---	A	18	G	13	1118061.3.peg.1685.site.10
-A-	---	A	22	G	9	1118061.3.peg.1686.site.1
-A-	---	A	22	G	9	1118061.3.peg.1686.site.2
-A-	---	A	13	G	9	1118061.3.peg.1686.site.3
-A-	---	A	26	G	1	1118061.3.peg.1686.site.4
-A-	---	A	16	G	14	1118061.3.peg.1680.site.1
-A-	---	A	24	G	6	1118061.3.peg.1680.site.2
-A-	---	A	19	G	12	1118061.3.peg.1680.site.3
-A-	---	A	23	G	8	1118061.3.peg.1680.site.4
-A-	---	A	2	G	29	1118061.3.peg.1680.site.5
-A-	---	A	23	G	8	1118061.3.peg.1680.site.6
-A-	---	A	24	G	7	1118061.3.peg.1680.site.7
-A-	---	A	21	G	10	1118061.3.peg.1680.site.8
-A-	---	A	21	G	10	1118061.3.peg.1680.site.9
-A-	---	A	7	G	24	1118061.3.peg.1680.site.10
-A-	---	A	30	G	1	1118061.3.peg.1680.site.11
-A-	---	A	28	G	3	1118061.3.peg.1680.site.12
-A-	---	A	4	G	26	1118061.3.peg.1680.site.13
-A-	---	A	11	G	19	1118061.3.peg.1680.site.14
-A-	---	A	23	G	7	1118061.3.peg.1680.site.15
-A-	---	A	24	G	7	1118061.3.peg.1680.site.16
-A-	---	A	29	G	2	1118061.3.peg.1680.site.17
-A-	---	A	24	G	7	1118061.3.peg.1680.site.18
-A-	---	A	29	G	2	1118061.3.peg.1680.site.19
-A-	---	A	0	G	31	1118061.3.peg.1680.site.20
-A-	---	A	30	G	1	1118061.3.peg.1680.site.21
-A-	---	A	31	G	0	1118061.3.peg.2390.site.1
-A-	---	A	20	G	11	1118061.3.peg.2390.site.2
-A-	---	A	24	G	7	1118061.3.peg.2390.site.3
-A-	---	A	30	G	1	1118061.3.peg.2390.site.4
-A-	---	A	0	G	31	1118061.3.peg.2390.site.5
-A-	---	A	18	G	6	1118061.3.peg.2390.site.6
-A-	---	A	23	G	6	1118061.3.peg.2390.site.7
-A-	---	A	19	G	10	1118061.3.peg.2390.site.8
-A-	---	A	13	G	18	1118061.3.peg.2390.site.9
-A-	---	A	10	G	21	1118061.3.peg.2390.site.10
-A-	---	A	20	G	11	1118061.3.peg.2390.site.11
-A-	---	A	0	G	31	1118061.3.peg.2390.site.12
-A-	---	A	30	G	1	1118061.3.peg.2390.site.13
-A-	---	A	0	G	31	1118061.3.peg.2390.site.14
-A-	---	A	23	G	8	1118061.3.peg.2390.site.15
-A-	---	A	20	G	11	1118061.3.peg.2390.site.16
-A-	---	A	11	G	19	1118061.3.peg.2390.site.17
-A-	---	A	29	G	1	1118061.3.peg.2390.site.18
-A-	---	A	30	G	1	1118061.3.peg.2390.site.19
-A-	---	A	12	G	18	1118061.3.peg.2390.site.20
-A-	---	A	27	G	4	1118061.3.peg.2390.site.21
-A-	---	A	6	G	13	1118061.3.peg.2390.site.22
-A-	---	A	24	G	1	1118061.3.peg.2390.site.23
-A-	---	A	23	G	8	1118061.3.peg.2390.site.24
-A-	---	A	29	G	2	1118061.3.peg.2390.site.25
-A-	---	A	14	G	17	1118061.3.peg.2390.site.26
-A-	---	A	30	G	1	1118061.3.peg.2390.site.27
-A-	---	A	18	G	12	1118061.3.peg.1751.site.1
-A-	---	A	30	G	1	1118061.3.peg.1757.site.1
-A-	---	A	23	G	7	1118061.3.peg.1757.site.2
-A-	---	A	0	G	31	1118061.3.peg.1757.site.3
-A-	---	A	15	G	16	1118061.3.peg.1757.site.4
