Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	9	G	1	622312.4.peg.3051.site.1
-A-	---	A	11	G	1	622312.4.peg.3051.site.2
-A-	---	A	12	G	1	622312.4.peg.3051.site.3
-A-	---	A	10	G	3	622312.4.peg.3051.site.4
-A-	---	A	13	G	1	622312.4.peg.3051.site.5
-A-	---	A	6	G	5	622312.4.peg.3051.site.6
-A-	---	A	10	G	1	622312.4.peg.3051.site.7
-A-	---	A	12	G	0	622312.4.peg.3051.site.8
-A-	---	A	10	G	1	622312.4.peg.3051.site.9
-A-	---	A	11	G	1	622312.4.peg.3051.site.10
-A-	---	A	11	G	1	622312.4.peg.3051.site.11
-A-	---	A	11	G	2	622312.4.peg.3051.site.12
-A-	---	A	8	G	0	622312.4.peg.3050.site.1
-A-	---	A	7	G	1	622312.4.peg.3050.site.2
-A-	---	A	7	G	1	622312.4.peg.3050.site.3
-A-	---	A	13	G	1	622312.4.peg.1937.site.1
-A-	---	A	13	G	1	622312.4.peg.1937.site.2
-A-	---	A	13	G	1	622312.4.peg.1937.site.3
-A-	---	A	8	G	1	622312.4.peg.1937.site.4
-A-	---	A	14	G	0	622312.4.peg.1937.site.5
-A-	---	A	13	G	1	622312.4.peg.1937.site.6
-A-	---	A	11	G	3	622312.4.peg.1937.site.7
-A-	---	A	10	G	4	622312.4.peg.1937.site.8
-A-	---	A	13	G	1	622312.4.peg.1937.site.9
-A-	---	A	8	G	3	622312.4.peg.1937.site.10
-A-	---	A	10	G	1	622312.4.peg.1937.site.11
-A-	---	A	11	G	0	622312.4.peg.1937.site.12
-A-	---	A	9	G	5	622312.4.peg.3055.site.1
-A-	---	A	14	G	0	622312.4.peg.3055.site.2
-A-	---	A	13	G	1	622312.4.peg.3055.site.3
-A-	---	A	11	G	2	622312.4.peg.3054.site.1
-A-	---	A	11	G	2	622312.4.peg.3054.site.2
-A-	---	A	6	G	6	622312.4.peg.3054.site.3
-A-	---	A	9	G	5	622312.4.peg.3054.site.4
-A-	---	A	0	G	14	622312.4.peg.3057.site.1
-A-	---	A	14	G	0	622312.4.peg.3057.site.2
-A-	---	A	13	G	1	622312.4.peg.3057.site.3
-A-	---	A	12	G	2	622312.4.peg.3057.site.4
-A-	---	A	13	G	1	622312.4.peg.3057.site.5
-A-	---	A	13	G	1	622312.4.peg.3057.site.6
-A-	---	A	4	G	10	622312.4.peg.3057.site.7
-A-	---	A	12	G	2	622312.4.peg.3057.site.8
-A-	---	A	3	G	11	622312.4.peg.3057.site.9
-A-	---	A	11	G	3	622312.4.peg.3057.site.10
-A-	---	A	14	G	0	622312.4.peg.3057.site.11
-A-	---	A	2	G	12	622312.4.peg.3057.site.12
-A-	---	A	14	G	0	622312.4.peg.3057.site.13
