Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	2	G	11	484018.6.peg.2642.site.1
-A-	---	A	0	G	13	484018.6.peg.2642.site.2
-A-	---	A	10	G	3	484018.6.peg.2642.site.3
-A-	---	A	13	G	0	484018.6.peg.2642.site.4
-A-	---	A	0	G	13	484018.6.peg.2642.site.5
-A-	---	A	13	G	0	484018.6.peg.2642.site.6
-A-	---	A	11	G	2	484018.6.peg.2642.site.7
-A-	---	A	0	G	13	484018.6.peg.2642.site.8
-A-	---	A	4	G	9	484018.6.peg.2642.site.9
-A-	---	A	9	G	4	484018.6.peg.2642.site.10
-A-	---	A	8	G	5	484018.6.peg.2642.site.11
-A-	---	A	10	G	3	484018.6.peg.2642.site.12
-A-	---	A	1	G	12	484018.6.peg.2642.site.13
-A-	---	A	13	G	0	484018.6.peg.2642.site.14
-A-	---	A	10	G	3	484018.6.peg.2642.site.15
-A-	---	A	12	G	1	484018.6.peg.2642.site.16
-A-	---	A	11	G	2	484018.6.peg.2642.site.17
-A-	---	A	11	G	2	484018.6.peg.2642.site.18
-A-	---	A	12	G	1	484018.6.peg.2642.site.19
-A-	---	A	3	G	10	484018.6.peg.2642.site.20
-A-	---	A	12	G	1	484018.6.peg.2642.site.21
-A-	---	A	8	G	5	484018.6.peg.2642.site.22
-A-	---	A	12	G	1	484018.6.peg.2642.site.23
-A-	---	A	0	G	13	484018.6.peg.2642.site.24
-A-	---	A	10	G	3	484018.6.peg.2642.site.25
-A-	---	A	4	G	9	484018.6.peg.2642.site.26
-A-	---	A	7	G	6	484018.6.peg.2642.site.27
-A-	---	A	7	G	6	484018.6.peg.2642.site.28
-A-	---	A	10	G	3	484018.6.peg.2642.site.29
-A-	---	A	0	G	13	484018.6.peg.2642.site.30
-A-	---	A	13	G	0	484018.6.peg.2642.site.31
-A-	---	A	0	G	13	484018.6.peg.2642.site.32
-A-	---	A	12	G	1	484018.6.peg.2642.site.33
-A-	---	A	1	G	12	484018.6.peg.2642.site.34
