Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	20	G	3	411485.10.peg.1203.site.1
-A-	---	A	20	G	3	411485.10.peg.1203.site.2
-A-	---	A	20	G	3	411485.10.peg.1203.site.3
-A-	---	A	21	G	0	411485.10.peg.1203.site.4
-A-	---	A	6	G	15	411485.10.peg.1203.site.5
-A-	---	A	22	G	0	411485.10.peg.1203.site.6
-A-	---	A	7	G	13	411485.10.peg.1203.site.7
-A-	---	A	28	G	1	411485.10.peg.1203.site.8
-A-	---	A	28	G	1	411485.10.peg.1203.site.9
-A-	---	A	24	G	3	411485.10.peg.1203.site.10
-A-	---	A	26	G	2	411485.10.peg.1203.site.11
-A-	---	A	24	G	1	411485.10.peg.1203.site.12
-A-	---	A	25	G	2	411485.10.peg.1203.site.13
-A-	---	A	24	G	2	411485.10.peg.1203.site.14
-A-	---	A	23	G	3	411485.10.peg.1203.site.15
-A-	---	A	24	G	1	411485.10.peg.1203.site.16
-A-	---	A	8	G	18	411485.10.peg.1203.site.17
-A-	---	A	24	G	3	411485.10.peg.1203.site.18
-A-	---	A	28	G	1	411485.10.peg.1203.site.19
-A-	---	A	28	G	1	411485.10.peg.1202.site.1
-A-	---	A	28	G	1	411485.10.peg.1202.site.2
-A-	---	A	28	G	1	411485.10.peg.1202.site.3
-A-	---	A	26	G	3	411485.10.peg.1202.site.4
-A-	---	A	23	G	1	411485.10.peg.1202.site.5
-A-	---	A	25	G	1	411485.10.peg.1202.site.6
-A-	---	A	24	G	3	411485.10.peg.1202.site.7
-A-	---	A	24	G	3	411485.10.peg.1202.site.8
-A-	---	A	13	G	15	411485.10.peg.1202.site.9
-A-	---	A	28	G	1	411485.10.peg.1202.site.10
-A-	---	A	24	G	1	411485.10.peg.1202.site.11
-A-	---	A	5	G	8	411485.10.peg.1202.site.12
-A-	---	A	28	G	0	411485.10.peg.1202.site.13
-A-	---	A	27	G	2	411485.10.peg.1202.site.14
-A-	---	A	28	G	1	411485.10.peg.1202.site.15
-A-	---	A	20	G	9	411485.10.peg.1202.site.16
-A-	---	A	28	G	1	411485.10.peg.1202.site.17
-A-	---	A	8	G	21	411485.10.peg.1202.site.18
-A-	---	A	29	G	0	411485.10.peg.1202.site.19
-A-	---	A	17	G	12	411485.10.peg.1202.site.20
-A-	---	A	26	G	3	411485.10.peg.1202.site.21
-A-	---	A	24	G	1	411485.10.peg.1201.site.1
-A-	---	A	23	G	1	411485.10.peg.1201.site.2
-A-	---	A	28	G	1	411485.10.peg.1201.site.3
-A-	---	A	20	G	8	411485.10.peg.1201.site.4
-A-	---	A	23	G	1	411485.10.peg.1201.site.5
-A-	---	A	25	G	1	411485.10.peg.1201.site.6
-A-	---	A	28	G	0	411485.10.peg.1201.site.7
-A-	---	A	26	G	2	411485.10.peg.1201.site.8
-A-	---	A	22	G	6	411485.10.peg.1201.site.9
-A-	---	A	19	G	7	411485.10.peg.1201.site.10
-A-	---	A	26	G	1	411485.10.peg.1201.site.11
-A-	---	A	24	G	1	411485.10.peg.1201.site.12
-A-	---	A	24	G	2	411485.10.peg.1201.site.13
-A-	---	A	27	G	1	411485.10.peg.1201.site.14
-A-	---	A	26	G	1	411485.10.peg.1201.site.15
-A-	---	A	23	G	0	411485.10.peg.1201.site.16
-A-	---	A	28	G	1	411485.10.peg.1201.site.17
-A-	---	A	28	G	1	411485.10.peg.1201.site.18
-A-	---	A	28	G	1	411485.10.peg.1201.site.19
-A-	---	A	26	G	3	411485.10.peg.1201.site.20
-A-	---	A	2	G	27	411485.10.peg.1201.site.21
-A-	---	A	28	G	0	411485.10.peg.1201.site.22
-A-	---	A	28	G	1	411485.10.peg.1201.site.23
-A-	---	A	24	G	1	411485.10.peg.1200.site.1
-A-	---	A	20	G	5	411485.10.peg.1200.site.2
-A-	---	A	22	G	1	411485.10.peg.1200.site.3
-A-	---	A	5	G	2	411485.10.peg.1200.site.4
-A-	---	A	3	G	2	411485.10.peg.1200.site.5
-A-	---	A	22	G	1	411485.10.peg.1200.site.6
-A-	---	A	19	G	4	411485.10.peg.1200.site.7
-A-	---	A	7	G	19	411485.10.peg.1207.site.1
-A-	---	A	27	G	2	411485.10.peg.1207.site.2
-A-	---	A	19	G	9	411485.10.peg.1207.site.3
-A-	---	A	25	G	1	411485.10.peg.1207.site.4
-A-	---	A	9	G	17	411485.10.peg.1207.site.5
-A-	---	A	19	G	5	411485.10.peg.1206.site.1
-A-	---	A	22	G	1	411485.10.peg.1206.site.2
-A-	---	A	22	G	1	411485.10.peg.1206.site.3
-A-	---	A	22	G	2	411485.10.peg.1206.site.4
-A-	---	A	23	G	1	411485.10.peg.1206.site.5
-A-	---	A	26	G	3	411485.10.peg.1206.site.6
-A-	---	A	22	G	7	411485.10.peg.1206.site.7
-A-	---	A	13	G	16	411485.10.peg.1206.site.8
-A-	---	A	1	G	4	411485.10.peg.1206.site.9
-A-	---	A	1	G	7	411485.10.peg.1206.site.10
-A-	---	A	1	G	26	411485.10.peg.1206.site.11
-A-	---	A	27	G	2	411485.10.peg.1206.site.12
-A-	---	A	27	G	2	411485.10.peg.1206.site.13
-A-	---	A	27	G	2	411485.10.peg.1206.site.14
-A-	---	A	25	G	3	411485.10.peg.1206.site.15
-A-	---	A	25	G	3	411485.10.peg.1206.site.16
-A-	---	A	26	G	3	411485.10.peg.1205.site.1
-A-	---	A	25	G	4	411485.10.peg.1205.site.2
-A-	---	A	28	G	1	411485.10.peg.1205.site.3
-A-	---	A	27	G	2	411485.10.peg.1205.site.4
-A-	---	A	27	G	2	411485.10.peg.1204.site.1
-A-	---	A	17	G	3	411485.10.peg.1204.site.2
-A-	---	A	27	G	2	411485.10.peg.1204.site.3
-A-	---	A	28	G	1	411485.10.peg.1204.site.4
-A-	---	A	16	G	11	411485.10.peg.1204.site.5
-A-	---	A	16	G	0	411485.10.peg.1204.site.6
-A-	---	A	16	G	3	411485.10.peg.1204.site.7
-A-	---	A	22	G	1	411485.10.peg.1204.site.8
-A-	---	A	27	G	0	411485.10.peg.1204.site.9
-A-	---	A	17	G	2	411485.10.peg.1204.site.10
-A-	---	A	28	G	1	411485.10.peg.1204.site.11
-A-	---	A	28	G	1	411485.10.peg.1204.site.12
-A-	---	A	27	G	2	411485.10.peg.1204.site.13
-A-	---	A	24	G	4	411485.10.peg.1209.site.1
-A-	---	A	20	G	5	411485.10.peg.1209.site.2
-A-	---	A	26	G	3	411485.10.peg.1209.site.3
-A-	---	A	18	G	10	411485.10.peg.1209.site.4
-A-	---	A	28	G	1	411485.10.peg.1209.site.5
-A-	---	A	28	G	1	411485.10.peg.1208.site.1
-A-	---	A	28	G	1	411485.10.peg.1208.site.2
-A-	---	A	19	G	9	411485.10.peg.1208.site.3
-A-	---	A	27	G	2	411485.10.peg.1208.site.4
-A-	---	A	28	G	1	411485.10.peg.1208.site.5
-A-	---	A	26	G	1	411485.10.peg.1208.site.6
-A-	---	A	28	G	1	411485.10.peg.1208.site.7
-A-	---	A	29	G	0	411485.10.peg.1208.site.8
-A-	---	A	7	G	19	411485.10.peg.1208.site.9
-A-	---	A	19	G	10	411485.10.peg.1208.site.10
-A-	---	A	28	G	1	411485.10.peg.1208.site.11
-A-	---	A	24	G	0	411485.10.peg.1208.site.12
-A-	---	A	23	G	1	411485.10.peg.1208.site.13
