Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	32	G	4	657321.5.peg.1212.site.1
-A-	---	A	31	G	5	657321.5.peg.1212.site.2
-A-	---	A	30	G	6	657321.5.peg.1212.site.3
-A-	---	A	12	G	24	657321.5.peg.1212.site.4
-A-	---	A	35	G	1	657321.5.peg.1212.site.5
-A-	---	A	18	G	18	657321.5.peg.1212.site.6
-A-	---	A	29	G	7	657321.5.peg.1213.site.1
-A-	---	A	31	G	2	657321.5.peg.1213.site.2
-A-	---	A	34	G	1	657321.5.peg.1213.site.3
-A-	---	A	32	G	3	657321.5.peg.1213.site.4
-A-	---	A	32	G	3	657321.5.peg.1213.site.5
-A-	---	A	35	G	1	657321.5.peg.1213.site.6
-A-	---	A	23	G	13	657321.5.peg.1213.site.7
-A-	---	A	28	G	8	657321.5.peg.1213.site.8
-A-	---	A	8	G	28	657321.5.peg.1213.site.9
-A-	---	A	35	G	1	657321.5.peg.1213.site.10
-A-	---	A	33	G	3	657321.5.peg.931.site.1
-A-	---	A	35	G	1	657321.5.peg.931.site.2
-A-	---	A	35	G	1	657321.5.peg.930.site.1
-A-	---	A	35	G	1	657321.5.peg.933.site.1
-A-	---	A	35	G	1	657321.5.peg.933.site.2
-A-	---	A	35	G	1	657321.5.peg.933.site.3
-A-	---	A	32	G	4	657321.5.peg.933.site.4
-A-	---	A	35	G	1	657321.5.peg.933.site.5
-A-	---	A	35	G	1	657321.5.peg.933.site.6
-A-	---	A	33	G	3	657321.5.peg.933.site.7
-A-	---	A	35	G	1	657321.5.peg.932.site.1
-A-	---	A	35	G	1	657321.5.peg.932.site.2
-A-	---	A	34	G	1	657321.5.peg.932.site.3
-A-	---	A	25	G	11	657321.5.peg.932.site.4
-A-	---	A	31	G	5	657321.5.peg.932.site.5
-A-	---	A	35	G	1	657321.5.peg.932.site.6
-A-	---	A	35	G	1	657321.5.peg.932.site.7
-A-	---	A	33	G	1	657321.5.peg.934.site.1
-A-	---	A	33	G	1	657321.5.peg.934.site.2
-A-	---	A	18	G	16	657321.5.peg.934.site.3
-A-	---	A	32	G	1	657321.5.peg.934.site.4
-A-	---	A	34	G	2	657321.5.peg.934.site.5
-A-	---	A	35	G	1	657321.5.peg.934.site.6
-A-	---	A	35	G	1	657321.5.peg.934.site.7
-A-	---	A	20	G	16	657321.5.peg.934.site.8
-A-	---	A	35	G	1	657321.5.peg.934.site.9
-A-	---	A	36	G	0	657321.5.peg.934.site.10
-A-	---	A	19	G	17	657321.5.peg.934.site.11
-A-	---	A	19	G	17	657321.5.peg.934.site.12
-A-	---	A	20	G	16	657321.5.peg.937.site.1
-A-	---	A	32	G	4	657321.5.peg.937.site.2
