Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	59	G	3	469586.3.peg.2194.site.1
-A-	---	A	62	G	0	469586.3.peg.2194.site.2
-A-	---	A	66	G	1	469586.3.peg.2194.site.3
-A-	---	A	66	G	1	469586.3.peg.2194.site.4
-A-	---	A	67	G	0	469586.3.peg.460.site.1
-A-	---	A	65	G	2	469586.3.peg.460.site.2
-A-	---	A	61	G	6	469586.3.peg.460.site.3
-A-	---	A	38	G	28	469586.3.peg.460.site.4
-A-	---	A	66	G	1	469586.3.peg.460.site.5
-A-	---	A	63	G	4	469586.3.peg.460.site.6
-A-	---	A	37	G	30	469586.3.peg.460.site.7
-A-	---	A	66	G	1	469586.3.peg.460.site.8
-A-	---	A	66	G	1	469586.3.peg.460.site.9
-A-	---	A	65	G	0	469586.3.peg.463.site.1
-A-	---	A	58	G	6	469586.3.peg.463.site.2
-A-	---	A	64	G	1	469586.3.peg.463.site.3
-A-	---	A	43	G	24	469586.3.peg.463.site.4
-A-	---	A	65	G	1	469586.3.peg.463.site.5
-A-	---	A	11	G	52	469586.3.peg.463.site.6
-A-	---	A	57	G	8	469586.3.peg.463.site.7
-A-	---	A	66	G	0	469586.3.peg.463.site.8
-A-	---	A	11	G	56	469586.3.peg.463.site.9
-A-	---	A	64	G	3	469586.3.peg.463.site.10
-A-	---	A	56	G	11	469586.3.peg.2197.site.1
-A-	---	A	59	G	6	469586.3.peg.2197.site.2
-A-	---	A	66	G	1	469586.3.peg.2197.site.3
-A-	---	A	66	G	1	469586.3.peg.2197.site.4
-A-	---	A	63	G	4	469586.3.peg.2197.site.5
-A-	---	A	66	G	1	469586.3.peg.2197.site.6
-A-	---	A	55	G	12	469586.3.peg.2197.site.7
-A-	---	A	26	G	40	469586.3.peg.465.site.1
-A-	---	A	27	G	38	469586.3.peg.465.site.2
-A-	---	A	60	G	7	469586.3.peg.465.site.3
-A-	---	A	66	G	1	469586.3.peg.465.site.4
-A-	---	A	59	G	7	469586.3.peg.465.site.5
-A-	---	A	62	G	4	469586.3.peg.465.site.6
-A-	---	A	65	G	2	469586.3.peg.465.site.7
-A-	---	A	66	G	1	469586.3.peg.465.site.8
-A-	---	A	66	G	1	469586.3.peg.465.site.9
-A-	---	A	65	G	2	469586.3.peg.465.site.10
-A-	---	A	64	G	3	469586.3.peg.465.site.11
-A-	---	A	63	G	4	469586.3.peg.465.site.12
-A-	---	A	55	G	12	469586.3.peg.465.site.13
-A-	---	A	67	G	0	469586.3.peg.465.site.14
