Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	34	G	1	411901.7.peg.1009.site.1
-A-	---	A	34	G	1	411901.7.peg.1009.site.2
-A-	---	A	21	G	14	411901.7.peg.1009.site.3
-A-	---	A	9	G	26	411901.7.peg.1009.site.4
-A-	---	A	21	G	14	411901.7.peg.1009.site.5
-A-	---	A	34	G	1	411901.7.peg.1009.site.6
-A-	---	A	27	G	8	411901.7.peg.1009.site.7
-A-	---	A	34	G	1	411901.7.peg.1009.site.8
-A-	---	A	13	G	22	411901.7.peg.1008.site.1
-A-	---	A	12	G	23	411901.7.peg.1008.site.2
-A-	---	A	34	G	1	411901.7.peg.1008.site.3
-A-	---	A	30	G	5	411901.7.peg.1008.site.4
-A-	---	A	16	G	19	411901.7.peg.1008.site.5
-A-	---	A	34	G	1	411901.7.peg.1008.site.6
-A-	---	A	35	G	0	411901.7.peg.1008.site.7
-A-	---	A	34	G	1	411901.7.peg.1008.site.8
-A-	---	A	34	G	1	411901.7.peg.1008.site.9
-A-	---	A	35	G	0	411901.7.peg.1008.site.10
-A-	---	A	35	G	0	411901.7.peg.1007.site.1
-A-	---	A	34	G	1	411901.7.peg.1007.site.2
-A-	---	A	33	G	2	411901.7.peg.1007.site.3
-A-	---	A	34	G	1	411901.7.peg.1007.site.4
-A-	---	A	23	G	12	411901.7.peg.1007.site.5
-A-	---	A	15	G	20	411901.7.peg.1007.site.6
-A-	---	A	29	G	6	411901.7.peg.1006.site.1
-A-	---	A	34	G	1	411901.7.peg.1006.site.2
-A-	---	A	34	G	1	411901.7.peg.1006.site.3
-A-	---	A	26	G	9	411901.7.peg.1006.site.4
-A-	---	A	26	G	9	411901.7.peg.1006.site.5
-A-	---	A	33	G	2	411901.7.peg.1006.site.6
-A-	---	A	15	G	20	411901.7.peg.1006.site.7
-A-	---	A	34	G	1	411901.7.peg.1005.site.1
-A-	---	A	34	G	1	411901.7.peg.1005.site.2
-A-	---	A	34	G	1	411901.7.peg.1005.site.3
-A-	---	A	34	G	1	411901.7.peg.1005.site.4
-A-	---	A	34	G	1	411901.7.peg.1005.site.5
-A-	---	A	34	G	1	411901.7.peg.1005.site.6
-A-	---	A	34	G	1	411901.7.peg.1005.site.7
-A-	---	A	34	G	1	411901.7.peg.1005.site.8
-A-	---	A	35	G	0	411901.7.peg.1005.site.9
-A-	---	A	34	G	1	411901.7.peg.1005.site.10
-A-	---	A	34	G	1	411901.7.peg.1005.site.11
-A-	---	A	34	G	1	411901.7.peg.1005.site.12
-A-	---	A	32	G	3	411901.7.peg.1005.site.13
-A-	---	A	34	G	1	411901.7.peg.1005.site.14
-A-	---	A	34	G	1	411901.7.peg.1005.site.15
-A-	---	A	33	G	1	411901.7.peg.1005.site.16
-A-	---	A	34	G	1	411901.7.peg.1000.site.1
-A-	---	A	35	G	0	411901.7.peg.1000.site.2
-A-	---	A	34	G	1	411901.7.peg.1000.site.3
-A-	---	A	35	G	0	411901.7.peg.1000.site.4
-A-	---	A	34	G	1	411901.7.peg.2688.site.1
-A-	---	A	34	G	1	411901.7.peg.2688.site.2
-A-	---	A	34	G	1	411901.7.peg.2688.site.3
-A-	---	A	35	G	0	411901.7.peg.2688.site.4
-A-	---	A	33	G	2	411901.7.peg.2688.site.5
-A-	---	A	15	G	20	411901.7.peg.2688.site.6
-A-	---	A	25	G	10	411901.7.peg.2688.site.7
-A-	---	A	23	G	12	411901.7.peg.2689.site.1
-A-	---	A	34	G	1	411901.7.peg.2689.site.2
-A-	---	A	33	G	0	411901.7.peg.2689.site.3
-A-	---	A	29	G	3	411901.7.peg.2689.site.4
-A-	---	A	34	G	0	411901.7.peg.2685.site.1
-A-	---	A	33	G	2	411901.7.peg.2685.site.2
-A-	---	A	34	G	1	411901.7.peg.2685.site.3
-A-	---	A	22	G	13	411901.7.peg.2685.site.4
-A-	---	A	34	G	1	411901.7.peg.2685.site.5
-A-	---	A	32	G	3	411901.7.peg.2685.site.6
-A-	---	A	34	G	1	411901.7.peg.2686.site.1
-A-	---	A	5	G	30	411901.7.peg.2686.site.2
-A-	---	A	33	G	2	411901.7.peg.2686.site.3
