Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	0	G	1	1501391.3.peg.1760.site.1
-A-	---	A	0	G	1	1501391.3.peg.1760.site.2
-A-	---	A	0	G	1	1501391.3.peg.1760.site.3
-A-	---	A	0	G	1	1501391.3.peg.1760.site.4
-A-	---	A	0	G	1	1501391.3.peg.1760.site.5
-A-	---	A	0	G	1	1501391.3.peg.1649.site.1
-A-	---	A	0	G	1	1501391.3.peg.1649.site.2
-A-	---	A	0	G	1	1501391.3.peg.1649.site.3
-A-	---	A	0	G	1	1501391.3.peg.1649.site.4
-A-	---	A	0	G	1	1501391.3.peg.1649.site.5
-A-	---	A	0	G	1	1501391.3.peg.1649.site.6
-A-	---	A	0	G	1	1501391.3.peg.1649.site.7
-A-	---	A	0	G	1	1501391.3.peg.1649.site.8
-A-	---	A	0	G	1	1501391.3.peg.1649.site.9
-A-	---	A	0	G	1	1501391.3.peg.1649.site.10
-A-	---	A	0	G	1	1501391.3.peg.1649.site.11
-A-	---	A	0	G	1	1501391.3.peg.1768.site.1
-A-	---	A	0	G	1	1501391.3.peg.1768.site.2
-A-	---	A	0	G	1	1501391.3.peg.315.site.1
-A-	---	A	0	G	1	1501391.3.peg.315.site.2
-A-	---	A	0	G	1	1501391.3.peg.316.site.1
-A-	---	A	0	G	1	1501391.3.peg.316.site.2
-A-	---	A	0	G	1	1501391.3.peg.316.site.3
-A-	---	A	0	G	1	1501391.3.peg.310.site.1
-A-	---	A	0	G	1	1501391.3.peg.310.site.2
-A-	---	A	0	G	1	1501391.3.peg.310.site.3
-A-	---	A	0	G	1	1501391.3.peg.1764.site.1
-A-	---	A	0	G	1	1501391.3.peg.1764.site.2
-A-	---	A	0	G	1	1501391.3.peg.1764.site.3
-A-	---	A	0	G	1	1501391.3.peg.311.site.1
-A-	---	A	0	G	1	1501391.3.peg.311.site.2
-A-	---	A	0	G	1	1501391.3.peg.311.site.3
-A-	---	A	0	G	1	1501391.3.peg.311.site.4
-A-	---	A	0	G	1	1501391.3.peg.312.site.1
-A-	---	A	0	G	1	1501391.3.peg.312.site.2
-A-	---	A	0	G	1	1501391.3.peg.899.site.1
-A-	---	A	0	G	1	1501391.3.peg.899.site.2
-A-	---	A	0	G	1	1501391.3.peg.899.site.3
-A-	---	A	0	G	1	1501391.3.peg.899.site.4
-A-	---	A	0	G	1	1501391.3.peg.898.site.1
-A-	---	A	0	G	1	1501391.3.peg.898.site.2
-A-	---	A	0	G	1	1501391.3.peg.898.site.3
-A-	---	A	0	G	1	1501391.3.peg.898.site.4
-A-	---	A	0	G	1	1501391.3.peg.898.site.5
-A-	---	A	0	G	1	1501391.3.peg.896.site.1
-A-	---	A	0	G	1	1501391.3.peg.896.site.2
-A-	---	A	0	G	1	1501391.3.peg.896.site.3
-A-	---	A	0	G	1	1501391.3.peg.896.site.4
-A-	---	A	0	G	1	1501391.3.peg.894.site.1
-A-	---	A	0	G	1	1501391.3.peg.894.site.2
-A-	---	A	0	G	1	1501391.3.peg.893.site.1
-A-	---	A	0	G	1	1501391.3.peg.893.site.2
-A-	---	A	0	G	1	1501391.3.peg.893.site.3
-A-	---	A	0	G	1	1501391.3.peg.893.site.4
-A-	---	A	0	G	1	1501391.3.peg.892.site.1
-A-	---	A	0	G	1	1501391.3.peg.892.site.2
-A-	---	A	0	G	1	1501391.3.peg.892.site.3
-A-	---	A	0	G	1	1501391.3.peg.892.site.4
-A-	---	A	0	G	1	1501391.3.peg.892.site.5
-A-	---	A	0	G	1	1501391.3.peg.892.site.6
-A-	---	A	0	G	1	1501391.3.peg.891.site.1
-A-	---	A	0	G	1	1501391.3.peg.890.site.1
-A-	---	A	0	G	1	1501391.3.peg.1494.site.1
-A-	---	A	0	G	1	1501391.3.peg.1491.site.1
-A-	---	A	0	G	1	1501391.3.peg.1490.site.1
-A-	---	A	0	G	1	1501391.3.peg.1490.site.2
-A-	---	A	0	G	1	1501391.3.peg.1490.site.3
-A-	---	A	0	G	1	1501391.3.peg.1490.site.4
