Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	7	G	29	658663.3.peg.3519.site.1
-A-	---	A	35	G	1	658663.3.peg.3519.site.2
-A-	---	A	35	G	1	658663.3.peg.3519.site.3
-A-	---	A	25	G	11	658663.3.peg.3519.site.4
-A-	---	A	36	G	3	658663.3.peg.3519.site.5
-A-	---	A	36	G	3	658663.3.peg.3519.site.6
-A-	---	A	35	G	4	658663.3.peg.3519.site.7
-A-	---	A	37	G	2	658663.3.peg.3519.site.8
-A-	---	A	37	G	2	658663.3.peg.3519.site.9
-A-	---	A	10	G	29	658663.3.peg.3519.site.10
-A-	---	A	37	G	1	658663.3.peg.3519.site.11
-A-	---	A	35	G	2	658663.3.peg.3519.site.12
-A-	---	A	34	G	2	658663.3.peg.3519.site.13
-A-	---	A	35	G	1	658663.3.peg.3519.site.14
-A-	---	A	31	G	9	658663.3.peg.3519.site.15
-A-	---	A	37	G	3	658663.3.peg.3519.site.16
-A-	---	A	30	G	10	658663.3.peg.3519.site.17
-A-	---	A	37	G	3	658663.3.peg.3519.site.18
-A-	---	A	38	G	2	658663.3.peg.3519.site.19
-A-	---	A	38	G	2	658663.3.peg.3921.site.1
-A-	---	A	39	G	1	658663.3.peg.3922.site.1
-A-	---	A	39	G	1	658663.3.peg.3923.site.1
-A-	---	A	19	G	21	658663.3.peg.3923.site.2
-A-	---	A	16	G	24	658663.3.peg.3923.site.3
-A-	---	A	39	G	1	658663.3.peg.3923.site.4
-A-	---	A	14	G	26	658663.3.peg.3923.site.5
-A-	---	A	40	G	0	658663.3.peg.3923.site.6
-A-	---	A	28	G	12	658663.3.peg.3923.site.7
-A-	---	A	39	G	1	658663.3.peg.3924.site.1
-A-	---	A	38	G	2	658663.3.peg.3924.site.2
-A-	---	A	25	G	15	658663.3.peg.3924.site.3
-A-	---	A	25	G	15	658663.3.peg.3924.site.4
-A-	---	A	28	G	12	658663.3.peg.3924.site.5
-A-	---	A	39	G	1	658663.3.peg.3924.site.6
-A-	---	A	25	G	15	658663.3.peg.3924.site.7
-A-	---	A	39	G	1	658663.3.peg.3924.site.8
-A-	---	A	39	G	1	658663.3.peg.3924.site.9
-A-	---	A	11	G	29	658663.3.peg.3924.site.10
-A-	---	A	11	G	29	658663.3.peg.3924.site.11
-A-	---	A	39	G	1	658663.3.peg.3924.site.12
-A-	---	A	37	G	3	658663.3.peg.3924.site.13
-A-	---	A	37	G	3	658663.3.peg.3924.site.14
-A-	---	A	39	G	1	658663.3.peg.3924.site.15
-A-	---	A	29	G	11	658663.3.peg.3924.site.16
-A-	---	A	34	G	6	658663.3.peg.3924.site.17
-A-	---	A	32	G	8	658663.3.peg.3924.site.18
-A-	---	A	35	G	5	658663.3.peg.3924.site.19
-A-	---	A	32	G	8	658663.3.peg.3924.site.20
-A-	---	A	30	G	10	658663.3.peg.3924.site.21
-A-	---	A	38	G	2	658663.3.peg.3924.site.22
-A-	---	A	30	G	10	658663.3.peg.3925.site.1
-A-	---	A	30	G	10	658663.3.peg.3925.site.2
-A-	---	A	30	G	10	658663.3.peg.3925.site.3
-A-	---	A	30	G	10	658663.3.peg.3925.site.4
-A-	---	A	38	G	2	658663.3.peg.3925.site.5
-A-	---	A	37	G	3	658663.3.peg.3926.site.1
-A-	---	A	39	G	1	658663.3.peg.3926.site.2
-A-	---	A	38	G	2	658663.3.peg.3926.site.3
-A-	---	A	38	G	2	658663.3.peg.3926.site.4
-A-	---	A	34	G	6	658663.3.peg.3926.site.5
-A-	---	A	31	G	8	658663.3.peg.3926.site.6
-A-	---	A	32	G	7	658663.3.peg.3926.site.7
-A-	---	A	38	G	1	658663.3.peg.3926.site.8
