Bacl	Dsim	Allele1	BAC	Allele2	BAC	SNPid
-A-	---	A	38	G	3	445970.5.peg.1297.site.1
-A-	---	A	3	G	38	445970.5.peg.1297.site.2
-A-	---	A	1	G	40	445970.5.peg.1297.site.3
-A-	---	A	1	G	40	445970.5.peg.1297.site.4
-A-	---	A	39	G	2	445970.5.peg.1297.site.5
-A-	---	A	40	G	1	445970.5.peg.1297.site.6
-A-	---	A	6	G	35	445970.5.peg.1297.site.7
-A-	---	A	40	G	1	445970.5.peg.1297.site.8
-A-	---	A	39	G	1	445970.5.peg.1296.site.1
-A-	---	A	40	G	1	445970.5.peg.1296.site.2
-A-	---	A	2	G	39	445970.5.peg.1295.site.1
-A-	---	A	39	G	1	445970.5.peg.1295.site.2
-A-	---	A	39	G	1	445970.5.peg.1295.site.3
-A-	---	A	39	G	2	445970.5.peg.1295.site.4
-A-	---	A	40	G	1	445970.5.peg.1295.site.5
-A-	---	A	40	G	1	445970.5.peg.1295.site.6
-A-	---	A	2	G	39	445970.5.peg.1294.site.1
-A-	---	A	2	G	37	445970.5.peg.1294.site.2
-A-	---	A	1	G	40	445970.5.peg.1294.site.3
-A-	---	A	3	G	38	445970.5.peg.1294.site.4
-A-	---	A	40	G	1	445970.5.peg.1294.site.5
-A-	---	A	0	G	41	445970.5.peg.1293.site.1
-A-	---	A	40	G	1	445970.5.peg.1293.site.2
-A-	---	A	35	G	6	445970.5.peg.1293.site.3
-A-	---	A	36	G	5	445970.5.peg.1293.site.4
-A-	---	A	35	G	6	445970.5.peg.1293.site.5
-A-	---	A	35	G	6	445970.5.peg.1293.site.6
-A-	---	A	40	G	1	445970.5.peg.1293.site.7
-A-	---	A	40	G	1	445970.5.peg.1293.site.8
-A-	---	A	39	G	2	445970.5.peg.1293.site.9
-A-	---	A	0	G	41	445970.5.peg.1293.site.10
-A-	---	A	2	G	39	445970.5.peg.1293.site.11
-A-	---	A	36	G	5	445970.5.peg.1293.site.12
-A-	---	A	2	G	39	445970.5.peg.1293.site.13
-A-	---	A	0	G	41	445970.5.peg.1293.site.14
-A-	---	A	7	G	34	445970.5.peg.1293.site.15
-A-	---	A	6	G	35	445970.5.peg.1293.site.16
-A-	---	A	39	G	2	445970.5.peg.1293.site.17
-A-	---	A	39	G	2	445970.5.peg.1293.site.18
-A-	---	A	39	G	2	445970.5.peg.1293.site.19
-A-	---	A	35	G	6	445970.5.peg.1292.site.1
-A-	---	A	35	G	6	445970.5.peg.1292.site.2
-A-	---	A	38	G	3	445970.5.peg.1292.site.3
-A-	---	A	35	G	6	445970.5.peg.1292.site.4
-A-	---	A	40	G	1	445970.5.peg.1290.site.1
-A-	---	A	37	G	4	445970.5.peg.1290.site.2
-A-	---	A	0	G	41	445970.5.peg.1290.site.3
-A-	---	A	37	G	4	445970.5.peg.1290.site.4
-A-	---	A	6	G	35	445970.5.peg.1290.site.5
-A-	---	A	2	G	39	445970.5.peg.1290.site.6
-A-	---	A	2	G	39	445970.5.peg.1290.site.7
-A-	---	A	39	G	2	445970.5.peg.1290.site.8
-A-	---	A	2	G	33	445970.5.peg.1290.site.9
-A-	---	A	8	G	23	445970.5.peg.1290.site.10
-A-	---	A	5	G	34	445970.5.peg.1290.site.11
-A-	---	A	2	G	39	445970.5.peg.1290.site.12
-A-	---	A	2	G	39	445970.5.peg.1290.site.13
-A-	---	A	8	G	30	445970.5.peg.1290.site.14
-A-	---	A	38	G	1	445970.5.peg.1290.site.15
-A-	---	A	8	G	26	445970.5.peg.1290.site.16
-A-	---	A	8	G	29	445970.5.peg.1290.site.17
-A-	---	A	8	G	28	445970.5.peg.1290.site.18
-A-	---	A	2	G	39	445970.5.peg.1290.site.19
-A-	---	A	8	G	33	445970.5.peg.1290.site.20
-A-	---	A	34	G	0	445970.5.peg.1299.site.1
-A-	---	A	33	G	8	445970.5.peg.276.site.1
-A-	---	A	36	G	5	445970.5.peg.276.site.2
-A-	---	A	38	G	3	445970.5.peg.276.site.3
-A-	---	A	36	G	5	445970.5.peg.276.site.4
-A-	---	A	38	G	3	445970.5.peg.276.site.5
-A-	---	A	8	G	32	445970.5.peg.276.site.6
-A-	---	A	38	G	3	445970.5.peg.276.site.7
-A-	---	A	11	G	30	445970.5.peg.1989.site.1
-A-	---	A	40	G	1	445970.5.peg.1989.site.2
-A-	---	A	40	G	1	445970.5.peg.1989.site.3
-A-	---	A	40	G	1	445970.5.peg.1989.site.4
-A-	---	A	7	G	34	445970.5.peg.1989.site.5
-A-	---	A	40	G	1	445970.5.peg.1989.site.6
-A-	---	A	9	G	32	445970.5.peg.1989.site.7
-A-	---	A	9	G	32	445970.5.peg.1989.site.8
-A-	---	A	40	G	1	445970.5.peg.1988.site.1
-A-	---	A	9	G	32	445970.5.peg.1988.site.2
-A-	---	A	38	G	3	445970.5.peg.1988.site.3
-A-	---	A	27	G	3	445970.5.peg.1988.site.4
-A-	---	A	40	G	1	445970.5.peg.1988.site.5
-A-	---	A	7	G	34	445970.5.peg.1988.site.6
-A-	---	A	6	G	35	445970.5.peg.1988.site.7
-A-	---	A	38	G	3	445970.5.peg.1988.site.8
-A-	---	A	40	G	1	445970.5.peg.1988.site.9
-A-	---	A	40	G	1	445970.5.peg.1983.site.1
-A-	---	A	40	G	1	445970.5.peg.1983.site.2
-A-	---	A	7	G	34	445970.5.peg.1983.site.3
-A-	---	A	7	G	34	445970.5.peg.1983.site.4
-A-	---	A	40	G	1	445970.5.peg.1983.site.5
-A-	---	A	40	G	1	445970.5.peg.1983.site.6
-A-	---	A	9	G	32	445970.5.peg.1983.site.7
-A-	---	A	0	G	41	445970.5.peg.1983.site.8
-A-	---	A	33	G	8	445970.5.peg.1983.site.9
-A-	---	A	40	G	1	445970.5.peg.1982.site.1
-A-	---	A	1	G	39	445970.5.peg.1982.site.2
-A-	---	A	1	G	40	445970.5.peg.1982.site.3
-A-	---	A	1	G	38	445970.5.peg.1982.site.4
-A-	---	A	1	G	37	445970.5.peg.1982.site.5
-A-	---	A	1	G	40	445970.5.peg.1982.site.6
-A-	---	A	1	G	40	445970.5.peg.1982.site.7
-A-	---	A	8	G	33	445970.5.peg.1982.site.8
-A-	---	A	8	G	33	445970.5.peg.1982.site.9
-A-	---	A	1	G	2	445970.5.peg.1982.site.10
-A-	---	A	1	G	2	445970.5.peg.1982.site.11
-A-	---	A	1	G	4	445970.5.peg.1982.site.12
-A-	---	A	1	G	11	445970.5.peg.1982.site.13
-A-	---	A	1	G	40	445970.5.peg.1982.site.14
-A-	---	A	0	G	37	445970.5.peg.1981.site.1
-A-	---	A	1	G	8	445970.5.peg.1981.site.2
-A-	---	A	0	G	3	445970.5.peg.1981.site.3
-A-	---	A	0	G	1	445970.5.peg.1981.site.4
-A-	---	A	0	G	40	445970.5.peg.1981.site.5
-A-	---	A	5	G	36	445970.5.peg.1987.site.1
-A-	---	A	9	G	26	445970.5.peg.1987.site.2
-A-	---	A	5	G	4	445970.5.peg.1987.site.3
-A-	---	A	7	G	2	445970.5.peg.1987.site.4
-A-	---	A	9	G	3	445970.5.peg.1987.site.5
-A-	---	A	9	G	24	445970.5.peg.1987.site.6
-A-	---	A	9	G	30	445970.5.peg.1987.site.7
-A-	---	A	8	G	33	445970.5.peg.1987.site.8
-A-	---	A	36	G	5	445970.5.peg.1987.site.9
-A-	---	A	37	G	4	445970.5.peg.1987.site.10
-A-	---	A	37	G	4	445970.5.peg.1987.site.11
-A-	---	A	37	G	2	445970.5.peg.1987.site.12
-A-	---	A	35	G	4	445970.5.peg.1987.site.13
-A-	---	A	36	G	5	445970.5.peg.1987.site.14
-A-	---	A	37	G	4	445970.5.peg.1987.site.15
-A-	---	A	8	G	33	445970.5.peg.1987.site.16
-A-	---	A	40	G	1	445970.5.peg.1987.site.17
-A-	---	A	37	G	4	445970.5.peg.1987.site.18
-A-	---	A	37	G	4	445970.5.peg.1987.site.19
-A-	---	A	11	G	30	445970.5.peg.1987.site.20
-A-	---	A	39	G	2	445970.5.peg.1987.site.21
-A-	---	A	6	G	35	445970.5.peg.1987.site.22
-A-	---	A	39	G	2	445970.5.peg.1987.site.23
-A-	---	A	38	G	3	445970.5.peg.1987.site.24
-A-	---	A	6	G	35	445970.5.peg.1987.site.25
-A-	---	A	9	G	32	445970.5.peg.1987.site.26
-A-	---	A	40	G	1	445970.5.peg.1986.site.1
-A-	---	A	9	G	32	445970.5.peg.1986.site.2
-A-	---	A	38	G	3	445970.5.peg.1986.site.3
-A-	---	A	37	G	4	445970.5.peg.1986.site.4
-A-	---	A	39	G	2	445970.5.peg.1986.site.5
-A-	---	A	37	G	4	445970.5.peg.1986.site.6
-A-	---	A	37	G	4	445970.5.peg.1986.site.7
-A-	---	A	37	G	4	445970.5.peg.1986.site.8
-A-	---	A	39	G	2	445970.5.peg.1986.site.9
-A-	---	A	39	G	2	445970.5.peg.1986.site.10
-A-	---	A	40	G	1	445970.5.peg.1985.site.1
-A-	---	A	40	G	1	445970.5.peg.1985.site.2
-A-	---	A	41	G	0	445970.5.peg.1985.site.3
-A-	---	A	9	G	32	445970.5.peg.1985.site.4
-A-	---	A	9	G	32	445970.5.peg.1985.site.5
-A-	---	A	8	G	32	445970.5.peg.1985.site.6
-A-	---	A	39	G	2	445970.5.peg.1985.site.7
-A-	---	A	9	G	32	445970.5.peg.1985.site.8
-A-	---	A	9	G	32	445970.5.peg.1985.site.9
-A-	---	A	9	G	29	445970.5.peg.1985.site.10
-A-	---	A	10	G	31	445970.5.peg.1985.site.11
